date_of_sighting,state,city,summary,faa_code,Facility Type,latitude,longitude,Facility Name,Direction,Time,Authority Advised,Route,Location,Altitude
2020-05-16,NEW MEXICO,ALBUQUERQUE,"PRELIM INFO FROM FAA OPS: ALBUQUERQUE, NM/UAS INCIDENT/1938M/ALBUQUERQUE ATCT ADVISED  HELICOPTER, REPORTED A DARK COLORED QUADCOPTER UAS AT THE 9 O'CLOCK POSITION BETWEEN 5700-5800 FEET WHILE SOUTHBOUND 10 NE ABQ VOR. NO EVASIVE ACTION TAKEN. NM STATE POLICE NOTIFIED.",ABQ,AIRPORT,35.0389315555556,-106.608262166667,ALBUQUERQUE INTL SUNPORT,,1938M,ALBUQUERQUE ATCT,,10 NE ABQ VOR. NO EVASIVE ACTION TAKEN. NM STATE POLICE NOTIFIED,
2020-05-17,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS INCIDENT/LATE REPORT-1310C/DALLAS TRACON ADVISED CESSNA C210, REPORTED GOLD UAS OFF RIGHT SIDE OF ACFT WHILE AT 2,500 FEET 12 SE ADS. NO EVASIVE ACTION TAKEN. DALLAS PD NOTIFIED.",OFF,AIRPORT,41.1193288888889,-95.9085169444444,OFFUTT AFB,,1310C,DALLAS TRACON,,12 SE ADS. NO EVASIVE ACTION TAKEN. DALLAS PD NOTIFIED,"AT 2,500 FEET"
2020-05-17,ARKANSAS,LITTLE ROCK,"PRELIM INFO FROM FAA OPS: LITTLE ROCK, AR/UAS INCIDENT/1515C/LITTLE ROCK APCH ADVISED SIKORSKY S76, REPORTED A WHITE UAS AT SAME ALTITUDE FROM THE 2 O'CLOCK POSITION WHILE ON .5 MILE FINAL RUNWAY 22R AT 800 FEET. NO EVASIVE ACTION REPORTED. NORTH LITTLE ROCK PD NOTIFIED.",S76,SEAPLANE BASE,47.6721275,-116.786021944444,BROOKS,,1515C,LITTLE ROCK APCH,,,
2020-05-21,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS INCIDENT/1600E/US CAPITAL PD ADVISED A GREY UAS OPERATING IN VICINITY OF FORT MCNAIR AT APPROXIMATELY 50 FEET. NO REPORTED IMPACT TO AVIATION OPERATIONS. FORT MCNAIR MILITARY POLICE NOTIFIED. DCA AND POTOMAC TRACON NOTIFIED. WOC 7-333 MK/MY",DCA,AIRPORT,38.8514402777778,-77.0377213888889,RONALD REAGAN WASHINGTON NTL,,1600E,US CAPITAL PD,,,
2020-05-21,FLORIDA,TAMPA,"PRELIM INFO FROM FAA OPS: TAMPA, FL/UAS INCIDENT/1836E/TAMPA APCH ADVISED B752, SDF - TPA, REPORTED A UAS AT 1,000 FEET .50 W TPA, ALONG LOCAL HIGHWAY. NO EVASIVE ACTION TAKEN. ATC REPORTED, ALL ARRIVALS WERE HELD OUT FROM 1815E TO 1835E. ARPT POLICE NOTIFIED.",TPA,AIRPORT,27.9754722222222,-82.53325,TAMPA INTL,,1836E,TAMPA APCH,SDF - TPA,50 W TPA,"AT 1,000 FEET"
2020-05-22,CALIFORNIA,SAN DIEGO/EL CAJON,"PRELIM INFO FROM FAA OPS: SAN DIEGO/EL CAJON, CA/UAS INCIDENT/1327P/GILLESPIE FIELD ARPT ATCT ADVISED PIPER P28A, REPORTED A UAS APPROXIMATELY 100 YARDS BELOW ACFT VCNTY GILLESPIE FIELD ARPT. NO EVASIVE ACTION WAS TAKEN. NO LAW ENFORCEMENT INFO PROVIDED.",LAW,AIRPORT,34.5677144444444,-98.4166366666667,LAWTON-FORT SILL RGNL,,1327P,GILLESPIE FIELD ARPT ATCT,,100 YARDS BELOW ACFT VCNTY GILLESPIE FIELD ARPT. NO EVASIVE ACTION WAS TAKEN. NO LAW ENFORCEMENT INFO PROVIDED,
2020-05-22,CALIFORNIA,FULLERTON,"FULLERTON, CA (FUL):  RV12, WAS FLYING OFF FUL TOWARDS RAL AND 035 REPORTED 4 UAS 3 ROTOR AND ONE FIXED WING WHITE IN COLOR. 05/22/2020 2200Z",RAL,AIRPORT,33.9518888888889,-117.445111111111,RIVERSIDE MUNI,,2200Z,,,3 ROTOR AND ONE FIXED WING WHITE IN COLOR,
2020-05-23,VIRGINIA,CHANTILLY,"PRELIM INFO FROM FAA OPS: CHANTILLY, VA/UAS INCIDENT/1822E/POTOMAC TRACON ADVISED C560, CHARLES B WHEELER DOWNTOWN ARPT, KANSAS CITY, MO (MKC) - ADW , OBSERVED A QUARDCOPTER UAS WHILE EASTBOUND AT 8,800 FEET 3-5 S IAD. THE UAS WAS HEADING WESTBOUND. NO EVASIVE ACTION TAKEN. LOUDOUN COUNTY SHERIFF NOTIFIED.",ADW,AIRPORT,38.8108255555556,-76.8670463888889,JOINT BASE ANDREWS,,1822E,POTOMAC TRACON,"CHARLES B WHEELER DOWNTOWN ARPT, KANSAS CITY, MO (MKC) - ADW ",5 S IAD. THE UAS WAS HEADING WESTBOUND. NO EVASIVE ACTION TAKEN. LOUDOUN COUNTY SHERIFF NOTIFIED,"AT 8,800 FEET"
2020-05-24,RHODE ISLAND,PROVIDENCE,"PRELIM INFO FROM FAA OPS: PROVIDENCE, RI/UAS INCIDENT/1924E/PROVIDENCE APCH ADVISED A CONCERNED CITIZEN REPORTED TO LOCAL LAW ENFORCEMENT A UAS OFF THE DEPARTURE END OF RUNWAY 5 2.5 NE PVD. NO OTHER INFORMATION PROVIDED. NO IMPACT TO OPERATIONS BUT RUNWAY CHANGE MAY BE AFFECTED TO AVOID UAS LOCATION.",END,AIRPORT,36.3398058333333,-97.9172394444444,VANCE AFB,,1924E,PROVIDENCE APCH,,2.5 NE PVD. NO OTHER INFORMATION PROVIDED. NO IMPACT TO OPERATIONS BUT RUNWAY CHANGE MAY BE AFFECTED TO AVOID UAS LOCATION,
2020-05-26,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/1641E/E-ROC ADVISED CESSNA T210, OBSERVED A WHITE UAS AT 4,000 FEET NEAR THE WORLD TRADE CENTER TRADE COMPLEX 13 W JFK. EVASIVE ACTION NOT REPORTED. NYPD AVIATION UNIT NOTIFIED.",JFK,AIRPORT,40.6399280555556,-73.7786922222222,JOHN F KENNEDY INTL,,1641E,,,13 W JFK. EVASIVE ACTION NOT REPORTED. NYPD AVIATION UNIT NOTIFIED,"AT 4,000 FEET"
2020-05-27,TENNESSEE,MEMPHIS,"PRELIM INFO FROM FAA OPS: MEMPHIS, TN/UAS INCIDENT/0955C/MEMPHIS ARTCC ADVISED A306, MOBILE DOWNTOWN ARPT, AL (BFM) - MEM, OBSERVED A UAS AT 2,500 FEET 7 N MEM ARPT. NO EVASIVE ACTION TAKEN. MEMPHIS ARPT PD NOTIFIED.",BFM,AIRPORT,30.6267805555556,-88.0680908333333,MOBILE INTL,,0955C,MEMPHIS ARTCC,"MOBILE DOWNTOWN ARPT, AL (BFM) - MEM",7 N MEM ARPT. NO EVASIVE ACTION TAKEN. MEMPHIS ARPT PD NOTIFIED,"AT 2,500 FEET"
2020-05-27,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS INCIDENT/LATE REPORT 5-27-2020 1656E/MIAMI ARTCC ADVISED CESSNA C25B, NEW SMYRNA BEACH, FL (EVB) - WEST PALM BEACH, FL, AT 11,000 FEET, REPORTED A POSSIBLE UAS OR BALLOON PASS BELOW ACFT AT 8,000 - 9,000 FEET 30 W PBI. EVASIVE ACTION NOT REPORTED. NO TARGET WAS SEEN ON FALCON REPLAY. UAS EVENT WAS REPORTED BY QC OFFICE DURING GENERAL REVIEW. LEO NOTIFICATION NOT REPORTED.",EVB,AIRPORT,29.0556944444444,-80.9489166666667,NEW SMYRNA BEACH MUNI,,1656E,MIAMI ARTCC,"NEW SMYRNA BEACH, FL (EVB) - WEST PALM BEACH, FL",30 W PBI. EVASIVE ACTION NOT REPORTED. NO TARGET WAS SEEN ON FALCON REPLAY. UAS EVENT WAS REPORTED BY QC OFFICE DURING GENERAL REVIEW. LEO NOTIFICATION NOT REPORTED,
2020-05-28,MAINE,PORTLAND,"PRELIM INFO FROM FAA OPS: PORTLAND, ME/UAS INCIDENT/1545E/PORTLAND ATCT ADVISED BOMBARDIER GLEX, OXC - PWM, REPORTED A UAS FROM THE LEFT SIDE WHILE AT 900 FEET ON 3 MILE FINAL RUNWAY 29. NO EVASIVE ACTION TAKEN. SOUTH PORTLAND PD NOTIFIED.",OXC,AIRPORT,41.4782805555556,-73.1351825,WATERBURY-OXFORD,,1545E,PORTLAND ATCT,OXC - PWM,,AT 900 FEET
2020-05-28,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1555C/CHICAGO MIDWAY ATCT ADVISED HELO,  REPORTED A QUADCOPTER UAS WHILE MANEUVERING AT 1,300 FEET 5 E MDW. NO EVASIVE ACTION TAKEN. CHICAGO PD NOTIFIED.",MDW,AIRPORT,41.7859722222222,-87.7524166666667,CHICAGO MIDWAY INTL,,1555C,CHICAGO MIDWAY ATCT,,5 E MDW. NO EVASIVE ACTION TAKEN. CHICAGO PD NOTIFIED,"AT 1,300 FEET"
2020-05-28,TEXAS,AUSTIN,"PRELIM INFO FROM FAA OPS: AUSTIN, TX/UAS INCIDENT/1900C/AUSTIN ATCT ADVISED B737, AUS - DEN, WHILE TAXING FOR DEPARTURE REPORTED A UAS OPERATING NEAR THE SOUTHERN ARPT PERIMETER ROAD. NO EVASIVE ACTION REPORTED. AUSTIN PD NOTIFIED. NO IMPACT TO OPERATIONS.",AUS,AIRPORT,30.1945272222222,-97.6698761111111,AUSTIN-BERGSTROM INTL,,1900C,AUSTIN ATCT,AUS - DEN,,
2020-05-29,TEXAS,DALLAS-FORT WORTH,"PRELIM INFO FROM FAA OPS: DALLAS-FORT WORTH, TX/UAS INCIDENT/0904C/DFW ATCT ADVISED  WICHITA, KS (ICT) - DFW, OBSERVED A UAS OFF THE RIGHT SIDE WHILE NORTHBOUND AT 3,000 FEET ON 8-10 MILE FINAL FOR RUNWAY 36R DFW. NO EVASIVE ACTION TAKEN. DFW AIRPORT PD NOTIFIED.",ICT,AIRPORT,37.6499525,-97.4330427777778,WICHITA DWIGHT D EISENHOWER NTL,,0904C,DFW ATCT,KS (ICT) - DFW,36R DFW. NO EVASIVE ACTION TAKEN. DFW AIRPORT PD NOTIFIED,"AT 3,000 FEET"
2020-05-29,TEXAS,DALLAS-FORT WORTH,"PRELIM INFO FROM FAA OPS: DALLAS-FORT WORTH, TX/UAS INCIDENT/0910C/DFW ATCT ADVISED  MFE - DFW, OBSERVED A UAS OFF THE RIGHT SIDE WHILE NORTHBOUND AT 3,000 FEET ON 10 MILE FINAL FOR RUNWAY 36R DFW. NO EVASIVE ACTION TAKEN. DFW AIRPORT PD NOTIFIED.",DFW,AIRPORT,32.8972330555556,-97.0376947222222,DALLAS-FORT WORTH INTL,,0910C,DFW ATCT,,36R DFW. NO EVASIVE ACTION TAKEN. DFW AIRPORT PD NOTIFIED,"AT 3,000 FEET"
2020-05-29,TEXAS,DALLAS-FORT WORTH,"PRELIM INFO FROM FAA OPS: DALLAS-FORT WORTH, TX/UAS INCIDENT/0918C/DFW ATCT ADVISED  PENSACOLA, FL (PNS) - DFW, OBSERVED A UAS WHILE NORTHBOUND AT 500 FEET ON FINAL FOR RUNWAY 35R DFW. NO EVASIVE ACTION TAKEN. DFW AIRPORT PD NOTIFIED.",PNS,AIRPORT,30.4734166666667,-87.1866111111111,PENSACOLA INTL,,0918C,DFW ATCT,FL (PNS) - DFW,35R DFW. NO EVASIVE ACTION TAKEN. DFW AIRPORT PD NOTIFIED,AT 500 FEET
2020-05-29,FLORIDA,FORT PIERCE,"PRELIM INFO FROM FAA OPS: FORT PIERCE, FL/UAS INCIDENT/1238E/FORT PIERCE ATCT ADVISED CESSNA C172, DAB - FPR, REPORTED A DARK GREY COLORED UAS OFF THE LEFT SIDE AND 10 FEET BELOW ACFT WHILE ON LEFT DOWNWIND TO RUNWAY 10L. NO EVASIVE ACTION TAKEN. FORT PIERCE PD HELO NOTIFIED ON FREQUENCY. PIC OF THE HELO REPORTED MULTIPLE BALLOONS IN THE AREA BUT DID NOT OBSERVE A UAS.",FPR,AIRPORT,27.4974722222222,-80.3726388888889,TREASURE COAST INTL,,1238E,FORT PIERCE ATCT,DAB - FPR,,
2020-05-29,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS INCIDENT/1839E/DCA ATCT ADVISED EUROCOPTER EC35, REPORTED A UAS OPERATING AT APPROXIMATELY 700 FEET NEAR THE CAPITOL BUILDING 3 NE DCA. NO EVASIVE ACTION REPORTED. DC METRO PD NOTIFIED.",DCA,AIRPORT,38.8514402777778,-77.0377213888889,RONALD REAGAN WASHINGTON NTL,,1839E,DCA ATCT,,3 NE DCA. NO EVASIVE ACTION REPORTED. DC METRO PD NOTIFIED,
2020-05-29,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS INCIDENT/1538E/MIAMI TRACON ADVISED CESSNA C172, OBSERVED A SILVER AND BROWN UAS WHILE SOUTHBOUND AT 7,500 FEET 10 W MIAMI-OPA LOCKA EXECUTIVE ARPT. NO EVASIVE ACTION TAKEN. MIAMI DADE PD NOTIFIED.",AND,AIRPORT,34.4945866666667,-82.7093813888889,ANDERSON RGNL,,1538E,MIAMI TRACON,,10 W MIAMI-OPA LOCKA EXECUTIVE ARPT. NO EVASIVE ACTION TAKEN. MIAMI DADE PD NOTIFIED,"AT 7,500 FEET"
2020-05-29,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS INCIDENT/1540E/MIAMI TRACON ADVISED BEECH BE19, OBSERVED A SILVER AND BROWN UAS WHILE SOUTHBOUND AT 3,500 15 NW MIAMI-OPA LOCKA EXECUTIVE ARPT. NO EVASIVE ACTION TAKEN. MIAMI DADE PD NOTIFIED.",AND,AIRPORT,34.4945866666667,-82.7093813888889,ANDERSON RGNL,,1540E,MIAMI TRACON,,15 NW MIAMI-OPA LOCKA EXECUTIVE ARPT. NO EVASIVE ACTION TAKEN. MIAMI DADE PD NOTIFIED,
2020-05-29,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS INCIDENT/1851C/DALLAS LOVE ATCT ADVISED HELO, REPORTED A WHITE MAVERICK QUADCOPTER UAS OPERATING IN VCNTY OF DALLAS CBD VERTIPORT AT 150 FEET 4.5 SE DALLAS LOVE ARPT. NO EVASIVE ACTION REPORTED. GROUND UNITS NOTIFIED ON FREQUENCY AND RESPONDING TO LOCATION.",AND,AIRPORT,34.4945866666667,-82.7093813888889,ANDERSON RGNL,,1851C,DALLAS LOVE ATCT,,4.5 SE DALLAS LOVE ARPT. NO EVASIVE ACTION REPORTED. GROUND UNITS NOTIFIED ON FREQUENCY AND RESPONDING TO LOCATION,AT 150 FEET
2020-05-29,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS INCIDENT/1955C/DALLAS LOVE FIELD ATCT ADVISED CESSNA C177, REPORTED BLACK UAS NEAR INTERSECTION OF INTERSTATE 35W AND INTERSTATE 30 IN DOWNTOWN DALLAS 4 SSW DALLAS LOVE FIELD. UAS POSSIBLY TRYING TO VIEW PROTESTS IN DOWNTOWN AREAS. NO EVASIVE ACTION REPORTED. DALLAS DPW NOTIFIED.",AND,AIRPORT,34.4945866666667,-82.7093813888889,ANDERSON RGNL,,1955C,DALLAS LOVE FIELD ATCT,,4 SSW DALLAS LOVE FIELD. UAS POSSIBLY TRYING TO VIEW PROTESTS IN DOWNTOWN AREAS. NO EVASIVE ACTION REPORTED. DALLAS DPW NOTIFIED,
2020-05-30,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1322C/CHICAGO TRACON ADVISED CIRRUS S22T, OBSERVED A  WHITE UAS OFF THE LEFT SIDE WHILE NORTHBOUND AT 4,000 FEET 15 S CHICAGO-MIDWAY ARPT. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.",OFF,AIRPORT,41.1193288888889,-95.9085169444444,OFFUTT AFB,,1322C,CHICAGO TRACON,,15 S CHICAGO-MIDWAY ARPT. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED,"AT 4,000 FEET"
2020-05-30,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS INCIDENT/1740E/C-ROC ADVISED C172, WHILE CONDUCTING A TOUR OF DOWNTOWN DALLAS AT 2,300 FEET OBSERVED A WHITE UAS IN THE VICINITY OF 49T (DALLAS CBD VERTIPORT). THIS APPEARS TO BE SIMILAR TO THE UNAUTHORIZED DRONE REPORTS YESTERDAY. NO EVASIVE ACTION TAKEN. DALLAS PD BRIEFED.",49T,HELIPORT,32.7717222222222,-96.8020555555556,DALLAS CBD,,1740E,,,49T (DALLAS CBD VERTIPORT). THIS APPEARS TO BE SIMILAR TO THE UNAUTHORIZED DRONE REPORTS YESTERDAY. NO EVASIVE ACTION TAKEN. DALLAS PD BRIEFED,"AT 2,300 FEET"
2020-05-30,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS INCIDENT/1721C/ADDISON ATCT ADVISED CESSNA C172, OBSERVED A QUAD-COPTER, RED AND BLACK COLOR UAS WHILE AT 2,000 FEET, 3 E ADDISON ARPT.  NO EVASIVE ACTION REPORTED.  LEO NOTIFICATION NOT REPORTED.",RED,AIRPORT,45.1848333333333,-109.257709722222,RED LODGE,,1721C,ADDISON ATCT,,3 E ADDISON ARPT.  NO EVASIVE ACTION REPORTED.  LEO NOTIFICATION NOT REPORTED,
2020-05-30,TEXAS,SAN ANTONIO,"PRELIM INFO FROM FAA OPS: SAN ANTONIO, TX/UAS INCIDENT/1815C/PILATUS PC12, REPORTED A 1-1 1/2 FOOT RED AND WHITE ROTOR-CRAFT 200 FEET BELOW ACFT FROM THE 12 O'CLOCK POSITION WHILE AT 1,600 FEET ON FINAL RUNWAY 4 SAT. EVASIVE ACTION NOT REPORTED. SAN ANTONIO ARPT PD NOTIFIED.",RED,AIRPORT,45.1848333333333,-109.257709722222,RED LODGE,,1815C,,,,"AT 1,600 FEET"
2020-05-30,TEXAS,EL PASO,"PRELIM INFO FROM FAA OPS: EL PASO, TX/UAS INCIDENT/1925M/ELP ATCT ADVISED PILATUS PC12, OBSERVED A SMALL, SILVER-COLOR UAS 3 MILES NW ELP. NO EVASIVE ACTION REPORTED. LAW ENFORCEMENT NOTIFIED (NO FURTHER INFORMATION PROVIDED).",LAW,AIRPORT,34.5677144444444,-98.4166366666667,LAWTON-FORT SILL RGNL,,1925M,ELP ATCT,,3 MILES NW ELP. NO EVASIVE ACTION REPORTED. LAW ENFORCEMENT NOTIFIED (NO FURTHER INFORMATION PROVIDED),
2020-05-30,MICHIGAN,FLINT,"PRELIM INFO FROM FAA OPS: FLINT, MI/UAS INCIDENT/2209E/FLINT ATCT ADVISED LOCAL PD REPORTED 2 UAS NEAR THE CARGO RAMP AREA 200 FEET APART. ARPT RESCUE VEHICLES AND FNT ATCT COULD NOT CONFIRM THE UAS ACTIVITY. NO IMPACT TO OPERATIONS. NO OTHER INFORMATION REPORTED.",FNT,AIRPORT,42.9654638888889,-83.7447380555556,BISHOP INTL,,2209E,FLINT ATCT,,200 FEET APART. ARPT RESCUE VEHICLES AND FNT ATCT COULD NOT CONFIRM THE UAS ACTIVITY. NO IMPACT TO OPERATIONS. NO OTHER INFORMATION REPORTED,
2020-05-31,MINNESOTA,MINNESOTA CITY,"PRELIM INFO FROM FAA OPS: MINNESOTA CITY, MN/UAS INCIDENT/1255C/BELL B06, REPORTED YELLOW UAS WHILE ORBITING AT 2,000 FEET VCNTY MINNESOTA. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",B06,AIRPORT,44.1916666666667,-73.3586944444444,BASIN HARBOR,,1255C,,,000 FEET VCNTY MINNESOTA. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED,"AT 2,000 FEET"
2020-05-31,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/1413E/JFK ATCT ADVISED A359, HELSINKI, FINLAND (EFHK) - JFK, REPORTED A BLACK UAS 300 FEET ABOVE ACFT WHILE BOUND AT 600 FEET ON 2 MILE FINAL RUNWAY 31R. NO EVASIVE ACTION TAKEN. PORT AUTHORITY NOTIFIED.",JFK,AIRPORT,40.6399280555556,-73.7786922222222,JOHN F KENNEDY INTL,,1413E,JFK ATCT,"HELSINKI, FINLAND (EFHK) - JFK",300 FEET ABOVE ACFT WHILE BOUND,AT 600 FEET
2020-05-31,CALIFORNIA,HAYWARD,"CORRECTION INFO FROM FAA OPS: HAYWARD, CA/UAS INCIDENT/1620P/HAYWARD ATCT ADVISED VAN'S RV6, REPORTED A UAS BELOW ACFT WHILE AT 1,100 FEET ON 2 MILE FINAL RUNWAY 28R HWD. EVASIVE ACTION NOT REPORTED. HAYWARD PD NOTIFIED.",HWD,AIRPORT,37.6589316666667,-122.121738888889,HAYWARD EXEC,,1620P,HAYWARD ATCT,,28R HWD. EVASIVE ACTION NOT REPORTED. HAYWARD PD NOTIFIED,"AT 1,100 FEET"
2020-06-01,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS INCIDENT/1825C/DALLAS ATCT ADVISED HELO, REPORTED A UAS AT 200 FEET WHILE MANEUVERING OVER DOWNTOWN PROTESTS 4 SW DAL. NO EVASIVE ACTION TAKEN. LEO GROUND UNITS ALSO OBSERVED THE UAS. DALLAS PD NOTIFIED.",DAL,AIRPORT,32.8459447222222,-96.8508766666667,DALLAS LOVE FLD,,1825C,DALLAS ATCT,,4 SW DAL. NO EVASIVE ACTION TAKEN. LEO GROUND UNITS ALSO OBSERVED THE UAS. DALLAS PD NOTIFIED,AT 200 FEET
2020-06-01,CALIFORNIA,SANTA ANA,"PRELIM INFO FROM FAA OPS: SANTA ANA, CA/UAS INCIDENT/2105P/SANTA ANA ATCT ADVISED THAT PUBLIC USE HELO,  WAS NOTIFIED BY GROUND POLICE UNITS OF A UAS APPROX 1 W SNA. RESPONDED AND OBSERVED THE VEHICLE AT AN ALTITUDE OF SNA APPROX 1,400 FEET.  NO REPORTED IMPACT TO AIR TRAFFIC.",USE,AIRPORT,41.6097785833333,-84.1271885555555,FULTON COUNTY,,2105P,SANTA ANA ATCT,,1 W SNA. RESPONDED AND OBSERVED THE VEHICLE,
2020-06-02,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS INCIDENT/1100M/CENTENNIAL ATCT ADVISED, MULTIPLE PILOTS REPORT A WHITE 1 FOOT BY 1 FOOT UAS CRASHED BETWEEN TWY B AND RUNWAY 35R. AIRPORT AUTHORITY RECOVERED UAS. NO IMPACT TO OPS. EVASIVE ACTION NOT REPORTED. NO REGISTRATION OR SERIAL NUMBER VISIBLE ON UAS. ARAPAHO COUNTY AIRPORT AUTHORITY NOTIFIED.",AND,AIRPORT,34.4945866666667,-82.7093813888889,ANDERSON RGNL,,1100M,CENTENNIAL ATCT,,,
2020-06-02,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS INCIDENT/1752E/PHILADELPHIA TRACON ADVISED HAWKER SIDDELEY H25B, TTN - PHL, OBSERVED A UAS 300 FEET BELOW ACFT WHILE AT 2,000 FEET ON VECTORS FOR ARRIVAL 1 NE PNE. NO EVASIVE ACTION TAKEN.  PILOT FAILED TO CONTACT PHL TRACON AFTER LANDING.  NO LEO NOTIFICATION PROVIDED.",PHL,AIRPORT,39.8720838888889,-75.2406630555556,PHILADELPHIA INTL,,1752E,PHILADELPHIA TRACON,TTN - PHL,300 FEET BELOW ACFT WHILE,"AT 2,000 FEET"
2020-06-02,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS INCIDENT/1846E/PHILADELPHIA TRACON ADVISED B763, ONT - PHL, OBSERVED A SMALL, WHITE-COLOR, UAS APPROXIMATELY 800-1000 FEET BELOW ACFT WHILE ON VECTORS TO FINAL AT 3,400 FEET, 1.5 SW PNE. NO EVASIVE ACTION TAKEN. LEO INFORMATION NOT PROVIDED.",ONT,AIRPORT,34.0560141666667,-117.6011875,ONTARIO INTL,,1846E,PHILADELPHIA TRACON,"ONT - PHL, OBSERVED A SMALL",1000 FEET BELOW ACFT WHILE ON VECTORS TO FINAL,
2020-06-02,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS INCIDENT/1954C/DFW TRACON ADVISED CESSNA C172, REPORTED TWO UAS, ONE BLACK AND ONE SILVER, OFF RIGHT SIDE AND ABOUT 2000 FEET, 12 S MCKINNEY ARPT (TKI). NO EVASIVE ACTION TAKEN. NO LEO INFO PROVIDED.",TKI,AIRPORT,33.1770652777778,-96.5887666666667,MCKINNEY NTL,,1954C,DFW TRACON,,12 S MCKINNEY ARPT (TKI). NO EVASIVE ACTION TAKEN. NO LEO INFO PROVIDED,
2020-06-03,MINNESOTA,MINNEAPOLIS,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS INCIDENT/1830C/MSP ATCT ADVISED B738, SAN - MSP, REPORTED A SMALL WHITE UAS OFF ACFT LEFT WING STATIONARY AT UNKN ALTITUDE WHILE ON 2 MILE FINAL FOR RWY 30L. PILOT STATED UAS WAS THE SIZE OF A SEAGULL. NO EVASIVE ACTION REPORTED. ARPT PD NOTIFIED.",SAN,AIRPORT,32.7335627777778,-117.189663333333,SAN DIEGO INTL,,1830C,MSP ATCT,SAN - MSP,,
2020-06-05,WASHINGTON,EVERETT,"UPDATE INFO FROM FAA OPS: EVERETT, WA/UAS INCIDENT/LATE REPORT - 1310P/PAINE FIELD ATCT ADVISED UAS AS WHITE, BLACK AND ORANGE. ARPT PD NOTIFIED.",AND,AIRPORT,34.4945866666667,-82.7093813888889,ANDERSON RGNL,,1310P,PAINE FIELD ATCT,,,
2020-06-05,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS INCIDENT/1741C/DALLAS LOVE FIELD ATCT ADVISED ROBINSON R44, REPORTED A WHITE ROTARY WINGED UAS AT 100 FEET WHILE ORBITING 5 SE DALLAS LOVE FIELD NEAR CITY HALL DOWNTOWN. NO EVASIVE ACTION REPORTED. DFW DPS NOTIFIED.",DFW,AIRPORT,32.8972330555556,-97.0376947222222,DALLAS-FORT WORTH INTL,,1741C,DALLAS LOVE FIELD ATCT,,5 SE DALLAS LOVE FIELD NEAR CITY HALL DOWNTOWN. NO EVASIVE ACTION REPORTED. DFW DPS NOTIFIED,AT 100 FEET
2020-06-05,TEXAS,MIDLAND,"PRELIM INFO FROM FAA OPS: MIDLAND, TX/UAS INCIDENT/2042C/MIDLAND ATCT ADVISED E75L, IAH - MAF, REPORTED A UAS OFF LEFT WING AT 4,000 FEET WHILE ON 4 MILE FINAL RUNWAY 16R MIDLAND. NO EVASIVE ACTION REPORTED. MIDLAND COUNTY SHERIFF NOTIFIED.",MAF,AIRPORT,31.9425277777778,-102.201916666667,MIDLAND INTL AIR AND SPACE PORT,,2042C,MIDLAND ATCT,IAH - MAF,16R MIDLAND. NO EVASIVE ACTION REPORTED. MIDLAND COUNTY SHERIFF NOTIFIED,"AT 4,000 FEET"
