,date_of_sighting,state,city,summary,faa_code,Facility Type,latitude,longitude,airport_state,airport_county,Facility Name
1492,2022-01-01,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/0035E/ORLANDO ATCT ADVISED , A321, PHL - MCO, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE S BOUND AT 700 FEET 2 N ORLANDO. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED.",MCO,AIRPORT,28.4293888888889,-81.309,FLORIDA,ORANGE,ORLANDO INTL
1493,2022-01-01,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS INCIDENT/0020C/HOUSTON ATCT ADVISED , CRJ7, ORD - IAH, REPORTED A UAS FROM BELOW ACFT AT THE 12 O'CLOCK POSITION WHILE W BOUND AT 600 FEET 4.5 ENE IAH. NO EVASIVE ACTION TAKEN. HOUSTON PD NOTIFIED.",ORD,AIRPORT,41.9769402777778,-87.9081497222222,ILLINOIS,COOK,CHICAGO O'HARE INTL
1494,2022-01-01,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/0825E/MIAMI ATCT ADVISED , CIRRUS SF50, SGJ - MIA, REPORTED A RED AND GOLD UAS FROM THE RIGHT SIDE WHILE S BOUND AT 11,000 FEET 3 E FLL. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.",RED,AIRPORT,45.1848333333333,-109.257709722222,MONTANA,CARBON,RED LODGE
1495,2022-01-01,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/0955E/CENTRAL FLORIDA TRACON ADVISED , B737, HOU - MCO, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE S BOUND AT 2,600 FEET 4 NNW ORLANDO EXECUTIVE. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED.",HOU,AIRPORT,29.6457998333333,-95.2772315833333,TEXAS,HARRIS,WILLIAM P HOBBY
1496,2022-01-01,FLORIDA,TALLAHASSEE,"PRELIM INFO FROM FAA OPS: TALLAHASSEE, FL/UAS INCIDENT/1232E/TALLAHASEE ATCT ADVISED , BEECH BE20, TLH - BTR, REPORTED A GRAY AND BLACK UAS FROM AN UNKN POSITION WHILE W BOUND AT 1,200 FEET 1 W TLH. NO EVASIVE ACTION TAKEN. AIRPORT OPS NOTIFIED.",BTR,AIRPORT,30.5329166666667,-91.1498888888889,LOUISIANA,EAST BATON ROUGE,"BATON ROUGE METRO, RYAN FLD"
1497,2022-01-01,TEXAS,LAREDO,"PRELIM INFO FROM FAA OPS: LAREDO, TX/UAS INCIDENT/1431C/LAREDO ATCT ADVISED , CIRRUS SR22, REPORTED A UAS WHILE W BOUND AT 1,000 FEET 3 SSE LAREDO. NO EVASIVE ACTION TAKEN. LOCAL LAW ENFORCEMENT NOTIFIED.",LAW,AIRPORT,34.5677144444444,-98.4166366666667,OKLAHOMA,COMANCHE,LAWTON-FORT SILL RGNL
1498,2022-01-01,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/1340P/SOCAL TRACON ADVISED , B738, IAD - LAX, REPORTED A BLACK UAS FROM THE 2 O'CLOCK POSITION WHILE WSW BOUND AT 4,400 FEET 15 ENE LAX. NO EVASIVE ACTION TAKEN. LOS ANGELES COUNTY PD NOTIFIED.",IAD,AIRPORT,38.9474563888889,-77.4599286111111,DIST. OF COLUMBIA,LOUDOUN,WASHINGTON DULLES INTL
1499,2022-01-02,NORTH CAROLINA,ASHEVILLE,"PRELIM INFO FROM FAA OPS: ASHEVILLE, NC/UAS INCIDENT/1348E/ASHEVILLE ATCT ADVISED , CESSNA C172, AVL - AVL, REPORTED A YELLOW UAS OFF THE LEFT SIDE WHILE S BOUND AT 3,200 FEET 2 W AVL. NO EVASIVE ACTION TAKEN. ARPT PD NOTIFIED.",OFF,AIRPORT,41.1193288888889,-95.9085169444444,NEBRASKA,SARPY,OFFUTT AFB
1500,2022-01-02,NEW JERSEY,NEWARK,"PRELIM INFO FROM FAA OPS: NEWARK, NJ/UAS INCIDENT/1405E/NEWARK ATCT ADVISED , HELO, AND MULTIPLE TOUR HELICOPTERS REPORTED A WHITE UAS FROM THE 1 O'CLOCK POSITION WHILE ESE BOUND AT 400 FEET 3.5 NE EWR. NO EVASIVE ACTION TAKEN. NEW JERSEY PORT AUTHORITY NOTIFIED.",AND,AIRPORT,34.4945866666667,-82.7093813888889,SOUTH CAROLINA,ANDERSON,ANDERSON RGNL
1501,2022-01-02,FLORIDA,HOLLYWOOD,"PRELIM INFO FROM FAA OPS: HOLLYWOOD, FL/UAS INCIDENT/1532E/HOLLYWOOD/NORTHPERRY FCT ADVISED , CESSNA C150, MKY - HWO, REPORTED A UAS WHILE S BOUND AT 150 FEET 1.5 N HWO. NO EVASIVE ACTION TAKEN. PEMBROKE PINES PD NOTIFIED.",HWO,AIRPORT,26.0012222222222,-80.2407222222222,FLORIDA,BROWARD,NORTH PERRY
1502,2022-01-02,ARIZONA,MESA,"PRELIM INFO FROM FAA OPS: MESA, AZ/UAS INCIDENT/1739M/FALCON FIELD ATCT ADVISED , CESSNA C172, REPORTED A YELLOW QUADCOPTER UAS 100 FEET BELOW ACFT FROM THE 12 O'CLOCK POSITION WHILE NE BOUND AT 2,400 FEET 12 SW FFZ. NO EVASIVE ACTION TAKEN. MESA PD NOTIFIED.",FFZ,AIRPORT,33.4608405555556,-111.728325277778,ARIZONA,MARICOPA,FALCON FLD
1503,2022-01-02,CALIFORNIA,SAN DIEGO,"PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS INCIDENT/2128P/SAN DIEGO ATCT OBSERVED MULTIPLE UAS OPERATING BETWEEN 200-600 FEET 2 E RUNWAY 27. NO IMPACT TO OPERATIONS. NO ACFT INVOLVEMENT. SAN DIEGO HARBOR PD NOTIFIED.",SAN,AIRPORT,32.7335627777778,-117.189663333333,CALIFORNIA,SAN DIEGO,SAN DIEGO INTL
1504,2022-01-03,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS INCIDENT/1625M/ROCKY MOUNTAIN METRO ARPT ADVISED , PIPER P28A, UNKN - UNKN, REPORTED GREY UAS 400 FEET ABOVE ACFT WHILE NNW BOUND AT 7,100 FEET 8 SE BJC. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",BJC,AIRPORT,39.9088055555556,-105.117194444444,COLORADO,JEFFERSON,ROCKY MOUNTAIN METRO
1505,2022-01-04,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/1140E/CENTRAL FLORIDA TRACON ADVISED , CESSNA C25A, MCO - SRQ, REPORTED A GREEN UAS WHILE WSW BOUND AT 8,000 FEET 17 WSW ORL. NO EVASIVE ACTION TAKEN. OSCEOLA COUNTY SHERIFF NOTIFIED.",ORL,AIRPORT,28.5454616666667,-81.33293,FLORIDA,ORANGE,EXEC
1506,2022-01-04,NEW JERSEY,MORRISTOWN,"PRELIM INFO FROM FAA OPS: MORRISTOWN, NJ/UAS INCIDENT/1439E/MORRISTOWN ATCT ADVISED , CESSNA C182, MMU - MMU, REPORTED A RED UAS FROM THE LEFT SIDE WHILE SW BOUND AT 1,200 FEET 3 NE MMU. NO EVASIVE ACTION TAKEN. DEPT. OF HOMELAND SECURITY NOTIFIED.",RED,AIRPORT,45.1848333333333,-109.257709722222,MONTANA,CARBON,RED LODGE
1507,2022-01-04,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS INCIDENT/1704E/CHARLOTTE TRACON ADVISED , PIPER PA32, CDN - CLT, REPORTED A BLACK UAS FROM THE LEFT SIDE WHILE NW BOUND AT 4,000 FEET 13 ENE CLT. NO EVASIVE ACTION TAKEN. CHARLOTTE MECKLENBURG PD NOTIFIED.",CDN,AIRPORT,34.2835833333333,-80.5648611111111,SOUTH CAROLINA,KERSHAW,WOODWARD FLD
1508,2022-01-04,TENNESSEE,NASHVILLE,"PRELIM INFO FROM FAA OPS: NASHVILLE, TN/UAS INCIDENT/1723C/NASHVILLE APCH ADVISED , PILATUS PC12, JKA - BNA, REPORTED A UAS WHILE SSW BOUND AT 1,500 FEET 2 NNE BNA. NO EVASIVE ACTION TAKEN. NASHVILLE METRO AVIATION AUTHORITY NOTIFIED.",BNA,AIRPORT,36.124475,-86.6781805555556,TENNESSEE,DAVIDSON,NASHVILLE INTL
1509,2022-01-05,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/1142E/FORT LAUDERDALE ATCT ADVISED , A321, MONTREAL, CANADA (CYUL) - FLL, REPORTED A BLACK UAS AT 3 O'CLOCK POSITION AT 700 FEET WHILE W BOUND 2 W FLL. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.",FLL,AIRPORT,26.0716666666667,-80.1496944444444,FLORIDA,BROWARD,FORT LAUDERDALE/HOLLYWOOD INTL
1510,2022-01-05,TENNESSEE,NASHVILLE,"PRELIM INFO FROM FAA OPS: NASHVILLE, TN/UAS INCIDENT/1708C/NASHVILLE APCH ADVISED , HELO, REPORTED A UAS 900 FEET BELOW ACFT WHILE W BOUND AT 1,900 FEET 5 WNW BNA. NO EVASIVE ACTION TAKEN. METRO NASHVILLE AIRPORT AUTHORITY NOTIFIED.",BNA,AIRPORT,36.124475,-86.6781805555556,TENNESSEE,DAVIDSON,NASHVILLE INTL
1511,2022-01-06,NEW JERSEY,NEWARK,"PRELIM INFO FROM FAA OPS: NEWARK, NJ/UAS INCIDENT/1138E/NEWARK ATCT ADVISED , CRJ7, TORONTO, CANADA (CYYZ) - EWR, REPORTED UAS AT 1,000 FEET 3 N NEWARK. NO EVASIVE ACTION TAKEN. LEO NOTIFIED.",EWR,AIRPORT,40.6924798333333,-74.1686867777778,NEW JERSEY,ESSEX,NEWARK LIBERTY INTL
1512,2022-01-06,CALIFORNIA,SANTA ANA,"PRELIM INFO FROM FAA OPS: SANTA ANA, CA/UAS INCIDENT/0845P/SOCAL TRACON ADVISED , B737, LAS - SNA, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE W BOUND AT 5,800 FEET 7 SSW SNA. NO EVASIVE ACTION REPORTED. ORANGE COUNTY SHERIFF NOTIFIED.",LAS,AIRPORT,36.0800438888889,-115.152234722222,NEVADA,CLARK,HARRY REID INTL
1513,2022-01-06,OREGON,PORTLAND,"PRELIM INFO FROM FAA OPS: PORTLAND, OR/UAS INCIDENT/1154P/PEARSON FIELD ATCT REPORTED A BLACK UAS OPERATING AT 200 FEET 1.5 E PDX. UAS REPORTEDLY ORIGINATED FROM THE E SIDE OF I-205 AND MARINE DR. PORT OF PORTLAND COMMAND CENTER NOTIFIED.",AND,AIRPORT,34.4945866666667,-82.7093813888889,SOUTH CAROLINA,ANDERSON,ANDERSON RGNL
1514,2022-01-07,OREGON,NORTH BEND,"PRELIM INFO FROM FAA OPS: NORTH BEND, OR/UAS INCIDENT/1834P/SOUTHWEST OREGON REGIONAL ARPT ATCT ADVISED , AS65, OTH - OTH, REPORTED A UAS 500 FEET BELOW ACFT WHILE S BOUND AT 1,000 FEET 1.8 MILES S OTH. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",OTH,AIRPORT,43.4169444444444,-124.247027777778,OREGON,COOS,SOUTHWEST OREGON RGNL
1515,2022-01-07,MINNESOTA,MINNEAPOLIS,"MINNEAPOLIS, MN (MSP), CRJ9, STL-MSP, @ A WHITE UAS ON A 5 MILE FINAL TO RWY 12L. UAS WAS OPERATING AT 2500 MSL. NO EVASIVE ACTION TAKEN. MINNEAPOLIS ARPT PD NOTIFIED. 01/07/2022 1847Z",MSL,AIRPORT,34.7453055555556,-87.6102222222222,ALABAMA,COLBERT,NORTHWEST ALABAMA RGNL
1516,2022-01-07,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS INCIDENT/1415C/DALLAS LOVE FIELD ATCT ADVISED , CESSNA C68A, DAL - PSP, REPORTED A SILVER UAS OFF LEFT SIDE WHILE E BOUND AT 400 FEET 1 W DALLAS LOVE FIELD. NO EVASIVE ACTION REPORTED. DFW DPS NOTIFIED.",PSP,AIRPORT,33.8296697222222,-116.506694166667,CALIFORNIA,RIVERSIDE,PALM SPRINGS INTL
1517,2022-01-07,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1615C/CHICAGO TRACON ADVISED , E75L, ICT - ORD, REPORTED A BLACK AND SILVER UAS FROM THE 2 O'CLOCK POSITION WHILE E BOUND AT 5,000 FEET 10 SE ORD. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.",ICT,AIRPORT,37.6499525,-97.4330427777778,KANSAS,SEDGWICK,WICHITA DWIGHT D EISENHOWER NTL
1518,2022-01-08,CALIFORNIA,PALM SPRINGS,"PRELIM INFO FROM FAA OPS: PALM SPRINGS, CA/UAS INCIDENT/1300P/PALM SPRINGS ATCT ADVISED , E45, REPORTED A UAS AT 100 FEET WHILE W BOUND AT 1,000 FEET 5 S PALM SPRINGS. NO EVASIVE ACTION REPORTED. PALM SPRINGS PD NOTIFIED.",E45,AIRPORT,37.8616666666667,-120.178555555556,CALIFORNIA,TUOLUMNE,PINE MOUNTAIN LAKE
1519,2022-01-08,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/1703E/FORT LAUDERDALE ADVISED , B738, CALGARY, CANADA (CYYC) - FLL, REPORTED A UAS FROM THE LEFT SIDE WHILE E BOUND AT 2,500 FEET 7 W FLL. BROWARD COUNTY SHERIFF NOTIFIED.",FLL,AIRPORT,26.0716666666667,-80.1496944444444,FLORIDA,BROWARD,FORT LAUDERDALE/HOLLYWOOD INTL
1520,2022-01-08,GEORGIA,ATHENS,"PRELIM INFO FROM FAA OPS: ATHENS, GA/UAS INCIDENT/1705E/ATLANTA TRACON ADVISED , BEECH BE58, DOUGLAS, GA (DQH) - TOCCOA, GA (TOC), REPORTED A UAS 500 FEET BELOW THE 9 O'CLOCK POSITION WHILE E BOUND AT 6,000 FEET 8 NE AHN. NO EVASIVE ACTION TAKEN. CLARKE COUNTY SHERIFF NOTIFIED.",AHN,AIRPORT,33.9486402777778,-83.3259141666667,GEORGIA,CLARKE,ATHENS/BEN EPPS
1521,2022-01-09,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS INCIDENT/1605M/DENVER TRACON ADVISED , CRJ2, BUR - DEN, REPORTED BLACK UAS FROM THE RIGHT SIDE WHILE N BOUND AT 10,000 FEET 10 S DEN. NO EVASIVE ACTION TAKEN. DENVER CITY PD NOTIFIED.",DEN,AIRPORT,39.8616666666667,-104.673166666667,COLORADO,DENVER,DENVER INTL
1522,2022-01-10,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS INCIDENT/1717E/CHARLOTTE ATCT ADVISED , B738, SRQ - CLT, OBSERVED A UAS AT THE 2 O'CLOCK POSITION WHILE ENE BOUND AT 4,000 FEET 5 ENE CHARLOTTE. NO EVASIVE ACTION TAKEN. LEO NOTIFIED.",SRQ,AIRPORT,27.3954444444444,-82.5543888888889,FLORIDA,SARASOTA,SARASOTA/BRADENTON INTL
1523,2022-01-10,SOUTH CAROLINA,MYRTLE BEACH,"PRELIM INFO FROM FAA OPS: MYRTLE BEACH, SC/UAS INCIDENT/1725E/MYRTLE BEACH ATCT ADVISED , PIPER PA44, REPORTED A YELLOW UAS FROM THE 2 O'CLOCK POSITION WHILE WNW BOUND AT 2,100 FEET 7 SE MYR. NO INJURIES REPORTED. MYRTLE BEACH PD NOTIFIED.",MYR,AIRPORT,33.6797411111111,-78.9283213888889,SOUTH CAROLINA,HORRY,MYRTLE BEACH INTL
1524,2022-01-11,MICHIGAN,DETROIT,"PRELIM INFO FROM FAA OPS: DETROIT, MI/UAS INCIDENT/1645E/WILLOW RUN ATCT ADVISED , CESSNA C172, REPORTED A LARGE WHITE UAS WITH 5 TO 6 FOOT WINGSPAN 100 FEET BELOW ACFT WHILE S BOUND AT 1,900 FEET 3 W DETROIT. LOCAL CONTROL ISSUED A SAFETY ALERT AND GAVE AN IMMEDIATE RIGHT TURN TO TO AVOID THE UAS. VAN BUREN PD NOTIFIED.",AND,AIRPORT,34.4945866666667,-82.7093813888889,SOUTH CAROLINA,ANDERSON,ANDERSON RGNL
1525,2022-01-12,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS INCIDENT/1317M/DENVER ATCT ADVISED , B38M, CHS - DEN, REPORTED TWO RED UAS OFF OF THE RIGHT SIDE WHILE W BOUND AT 8,600 FEET 4 SW COLORADO AIR AND SPACE PORT ARPT. NO EVASIVE ACTION TAKEN. AIRPORT OPS NOTIFIED.",DEN,AIRPORT,39.8616666666667,-104.673166666667,COLORADO,DENVER,DENVER INTL
1526,2022-01-12,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1600C/CHICAGO ATCT ADVISED , CRJ2, FAR - ORD, REPORTED UAS ACFT WHILE W BOUND AT 3,500 FEET AT 8 W CHICAGO. NO EVASIVE ACTION REPORTED. LINCOLNWOOD POLICE NOTIFIED.",FAR,AIRPORT,46.9206388888889,-96.81575,NORTH DAKOTA,CASS,HECTOR INTL
1527,2022-01-13,ARIZONA,GLENDALE,"PRELIM INFO FROM FAA OPS: GLENDALE, AZ/UAS INCIDENT/1138M/LUKE AFB ATCT ADVISED , F35, LUF - LUF, REPORTED A WHITE UAS FROM THE LEFT SIDE WHILE SW BOUND AT 8,000 FEET 3 NW LUF. NO EVASIVE ACTION TAKEN. SECURITY FORCES NOTIFIED.",LUF,AIRPORT,33.5349605,-112.383205222222,ARIZONA,MARICOPA,LUKE AFB
1528,2022-01-13,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS INCIDENT/1314C/HOUSTON TRACON ADVISED , PIPER P28A, DWH - DWH, REPORTED A UAS FROM 100 FEET BELOW ACFT WHILE S BOUND AT 1,500 FEET 5 NW IWS. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",DWH,AIRPORT,30.0617791111111,-95.5527884166667,TEXAS,HARRIS,DAVID WAYNE HOOKS MEML
1529,2022-01-13,FLORIDA,FORT MYERS,"PRELIM INFO FROM FAA OPS: FORT MYERS, FL/UAS INCIDENT/1447E/FORT MYERS ATCT ADVISED , A320, SDF - RSW, REPORTED A WHITE UAS 500 FEET BELOW THE 12 O'CLOCK POSITION WHILE NE BOUND AT 2,000 FEET 5 SSE RSW. NO EVASIVE ACTION TAKEN. LEE COUNTY SHERIFF NOTIFIED.",RSW,AIRPORT,26.5361638888889,-81.755155,FLORIDA,LEE,SOUTHWEST FLORIDA INTL
1530,2022-01-15,FLORIDA,HOLLYWOOD,"PRELIM INFO FROM FAA OPS: HOLLYWOOD, FL/UAS INCIDENT/1710E/MIAMI TRACON ADVISED , AT76, BAHAMAS (MYEH) - FLL, REPORTED A BLACK UAS APPROXIMATELY ONE FOOT IN DIAMETER WHILE W BOUND AT 3,000 FEET 1 E HWO. NO EVASIVE ACTION TAKEN. HOLLYWOOD PD NOTIFIED.",HWO,AIRPORT,26.0012222222222,-80.2407222222222,FLORIDA,BROWARD,NORTH PERRY
1531,2022-01-16,CALIFORNIA,SAN FRANCISCO,"PRELIM INFO FROM FAA OPS: SAN FRANCISCO, CA/UAS INCIDENT/1123P/NORCAL TRACON ADVISED , CIRRUS SR20, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE S BOUND AT 5,000 FEET 6 W SFO. NO EVASIVE ACTION TAKEN. PACIFICA PD NOTIFIED.",SFO,AIRPORT,37.6188055555556,-122.375416666667,CALIFORNIA,SAN MATEO,SAN FRANCISCO INTL
1532,2022-01-17,TEXAS,LONGVIEW,"PRELIM INFO FROM FAA OPS: LONGVIEW, TX/UAS INCIDENT/1405C/LONGVIEW APCH ADVISED , BEECH BE35, DTN - JDD, REPORTED UAS 1,000 FEET BELOW ACFT WHILE W BOUND AT 3,500 FEET 10 N LONGVIEW. NO EVASIVE ACTION REPORTED. UPSHUR SHERIFF NOTIFIED.",DTN,AIRPORT,32.5408216666667,-93.7438352777778,LOUISIANA,BOSSIER,SHREVEPORT DOWNTOWN
1533,2022-01-17,WASHINGTON,SEATTLE,"CORRECTION INFO (ALTITUDE) FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/1241P/BOEING FIELD ATCT ADVISED , BELL B06, REPORTED A QUADCOPTER UAS AT SAME ALTITUDE WHILE ORBITING NEAR I-5 AT 1,200 FEET 8 N SEA. ACFT STOPPED MISSION WHEN UAS REAPPEARED NEAR ACFT APPROXIMATELY 6 MINUTES LATER. NO EVASIVE ACTION REPORTED. SEATTLE PD NOTIFIED VIA 911.",B06,AIRPORT,44.1916666666667,-73.3586944444444,VERMONT,ADDISON,BASIN HARBOR
1534,2022-01-17,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/1555E/LAGUARDIA ATCT ADVISED UNKN CALLSIGN, E170, UNKN - UNKN, REPORTED UAS FROM THE RIGHT SIDE WHILE SW BOUND AT 2,000 FEET 6 NE LGA. NO EVASIVE ACTION TAKEN. NYPD AVIATION DIVISION NOTIFIED.",LGA,AIRPORT,40.7772422222222,-73.8726055555556,NEW YORK,QUEENS,LAGUARDIA
1535,2022-01-18,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/1033P/LOS ANGELES ATCT ADVISED , BOMBARDIER GL5T, ASE - LAX, REPORTED A UAS FROM THE RIGHT SIDE WHILE W BOUND AT 1,200 FEET ON 3 MILE FINAL RUNWAY 25L. NO EVASIVE ACTION TAKEN. LAPD TO BE NOTIFIED.",LAX,AIRPORT,33.9424963888889,-118.408048611111,CALIFORNIA,LOS ANGELES,LOS ANGELES INTL
1536,2022-01-19,CALIFORNIA,CHICO,"PRELIM INFO FROM FAA OPS: CHICO, CA/UAS INCIDENT/1220P/CHICO ATCT OBSERVED A SMALL UAS AT 100 FT APPROXIMATLEY 750 FEET EAST OF CHICO ATCT. CHICO AIRPORT MANAGER AND CHICO PD NOTIFIED. NO REPORTED IMPACT TO TRAFFIC.",AND,AIRPORT,34.4945866666667,-82.7093813888889,SOUTH CAROLINA,ANDERSON,ANDERSON RGNL
1537,2022-01-20,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/0649C/ORD ATCT ADVISED , E145, CMI - ORD, REPORTED A DARK-COLORED UAS OFF THE RIGHT SIDE WHILE WEST BOUND DESCENDED THROUGH 2,500 FEET 7 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",ORD,AIRPORT,41.9769402777778,-87.9081497222222,ILLINOIS,COOK,CHICAGO O'HARE INTL
1538,2022-01-20,ILLINOIS,CHICAGO HEIGHTS,"PRELIM INFO FROM FAA OPS: CHICAGO HEIGHTS, IL/UAS INCIDENT/1448C/CHICAGO ARTCC ADVISED , CESSNA C56X, GYY - DVK, REPORTED A UAS AT THE 3 O'CLOCK POSITION WHILE S BOUND AT 12,000 FEET 5 S CHICAGO HEIGHTS VORTAC. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",GYY,AIRPORT,41.61725,-87.4145277777778,INDIANA,LAKE,GARY/CHICAGO INTL
1539,2022-01-20,UTAH,SALT LAKE CITY,"PRELIM INFO FROM FAA OPS: SALT LAKE CITY, UT/UAS INCIDENT/1414M/SLC ATCT ADVISED , B738, DEN - SLC, REPORTED A QUAD COPTER UAS AT THE 3 O'CLOCK POSITION WHILE N BOUND AT 5,400 FEET 2 MILE FINAL RUNWAY 35. NO EVASIVE ACTION TAKEN. SALT LAKE CITY ARPT PD NOTIFIED.",DEN,AIRPORT,39.8616666666667,-104.673166666667,COLORADO,DENVER,DENVER INTL
1540,2022-01-21,FLORIDA,ST PETERSBURG-CLEARWATER,"PRELIM INFO FROM FAA OPS: ST PETERSBURG-CLEARWATER, FL/UAS INCIDENT/1240E/PIE ATCT ADVISED , C130, LAL - PIE, REPORTED A UAS AT THE 10 O'CLOCK POSITION WHILE ORBITING AT 1,200 FEET 2 S PIE. NO EVASIVE ACTION TAKEN. PINELLAS COUNTY SHERIFF ACFT NOTIFIED ON FREQUENCY.",PIE,AIRPORT,27.9086336111111,-82.68651,FLORIDA,PINELLAS,ST PETE-CLEARWATER INTL
1541,2022-01-21,TENNESSEE,NASHVILLE,"PRELIM INFO FROM FAA OPS: NASHVILLE, TN/UAS INCIDENT/1243C/NASHVILLE TRACON ADVISED , LEARJET LJ35, REPORTED A YELLOW QUAD-COPTER UAS AT THE 9 O'CLOCK POSITION WHILE WNW BOUND AT 7,000 FEET 17 SSE BNA. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",BNA,AIRPORT,36.124475,-86.6781805555556,TENNESSEE,DAVIDSON,NASHVILLE INTL
1542,2022-01-21,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1411C/CHICAGO TRACON ADVISED , B739, ORD - RSW, REPORTED A RED AND SILVER UAS WHILE S BOUND AT 7,200 FEET 17 S ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED. PHONE NUMBER NOT PROVIDED.",RED,AIRPORT,45.1848333333333,-109.257709722222,MONTANA,CARBON,RED LODGE
1543,2022-01-21,CALIFORNIA,ONTARIO,"PRELIM INFO FROM FAA OPS: ONTARIO, CA/UAS INCIDENT/1603P/ONATRIO ATCT ADVISED , E170, SLC - ONT, REPORTED A UAS FROM 150 FEET BELOW ACFT WHILE E BOUND AT 2,500 FEET VCNTY ONT. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",ONT,AIRPORT,34.0560141666667,-117.6011875,CALIFORNIA,SAN BERNARDINO,ONTARIO INTL
1544,2022-01-22,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS INCIDENT/1220P/HENDERSON ATCT ADVISED , CIRRUS SR22, BLD - HII, REPORTED A UAS BELOW THE ACFT FROM THE RIGHT SIDE WHILE SE BOUND AT 4,100 FEET 2 SE HENDERSON EXEC ARPT. NO EVASIVE ACTION. HENDERSON PD NOTIFIED.",HII,AIRPORT,34.5711238888889,-114.358276944444,ARIZONA,MOHAVE,LAKE HAVASU CITY
1545,2022-01-22,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/1432P/SOCAL TRACON ADVISED , B738, LAX - ORD, REPORTED A WHITE AND GRAY QUADCOPTER UAS PASS OVER RIGHT WING WHILE SSE BOUND AT 8,000 FEET 8 SW LAX. NO EVASIVE ACTION REPORTED. LAPD AIR SUPPORT NOTIFIED.",ORD,AIRPORT,41.9769402777778,-87.9081497222222,ILLINOIS,COOK,CHICAGO O'HARE INTL
