,Date,State,City,Summary,code,Direction,Time,Authority Advised,Route,Location,Altitude,latitude,longitude
53,2024-01-17,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS SIGHTING/1841P/LAS VEGAS ATCT ADVISED, HELO, LAS - LAS, REPORTED A UAS WHILE S BOUND AT 2,600 FEET 1 N LAS. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",LAS,S BOUND,1841P,LAS VEGAS ATCT,"HELO, LAS - LAS",1 N LAS,"AT 2,600 FEET",36.0800438888889,-115.152234722222
54,2024-01-18,KENTUCKY,LOUISVILLE,"PRELIM INFO FROM FAA OPS: LOUISVILLE, KY/UAS SIGHTING/1521E/BOWMAN ATCT ADVISED, CESSNA C172, LOU - LOU, REPORTED A WHITE UAS WHILE SW BOUND AT 900 FEET 1 WSW LOU. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",LOU,SW BOUND,1521E,BOWMAN ATCT,LOU - LOU,1 WSW LOU,AT 900 FEET,38.2279840277778,-85.6637490555556
55,2024-01-18,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS SIGHTING/1540E/FORT LAUDERDALE ATCT ADVISED, A320, MONTEGO BAY, JAMAICA (MKJS) - FLL, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 400 FEET 1 W FLL. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.",FLL,E BOUND,1540E,FORT LAUDERDALE ATCT,"MONTEGO BAY, JAMAICA (MKJS) - FLL",1 W FLL,AT 400 FEET,26.0716666666667,-80.1496944444444
56,2024-01-18,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS INCIDENT/1445P/NORTH LAS VEGAS ATCT ADVISED, HELO , REPORTED A WHITE UAS WHILE NW BOUND AT 3,000 FEET 12 NNW LAS. PILOT MADE EVASIVE MANEUVERS TO AVOID THE UAS. CLARK COUNTY METRO PD NOTIFIED.",LAS,NW BOUND,1445P,NORTH LAS VEGAS ATCT,,12 NNW LAS,"AT 3,000 FEET",36.0800438888889,-115.152234722222
57,2024-01-20,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/0757E/TAMIAMI ATCT ADVISED, CESSNA C25B, PTK - TMB, REPORTED WHITE QUADCOPTER UAS 100 FEET ABOVE ACFT FROM THE THREE O'CLOCK POSITION WHILE W BOUND AT 2,000 FEET 3 S TMB. NO EVASIVE ACTION TAKEN. MIAMI PD NOTIFIED.",PTK,W BOUND,0757E,TAMIAMI ATCT,PTK - TMB,3 S TMB,"AT 2,000 FEET",42.6656361944444,-83.4205056388889
58,2024-01-21,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1245E/ORLANDO ATCT ADVISED, BOMBARDIER CL30, DAL - ORL, REPORTED WHITE UAS WHILE E BOUND ON 4 MILE FINAL FOR RUNWAY 7 WHILE  OVER STADIUMS. NO EVASIVE ACTION TAKEN. ORANGE COUNTY PD NOTIFIED.",DAL,E BOUND,1245E,ORLANDO ATCT,DAL - ORL,,,32.8459447222222,-96.8508766666667
59,2024-01-22,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1240E/LA GUARDIA ATCT ADVISED, CRJ9, CVG - LGA, REPORTED A WHITE UAS FROM THE 3 O'CLOCK POSITION WHILE SW BOUND AT 700 FEET 2 NE LGA. NO EVASIVE ACTION TAKEN. NEW YORK PD NOTIFIED.",CVG,SW BOUND,1240E,LA GUARDIA ATCT,CVG - LGA,2 NE LGA,AT 700 FEET,39.0488375,-84.6678208333333
60,2024-01-22,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/LATE REPORT - 1809P/W-ROC ADVISED, CESSNA C172, BFI - BFI, REPORTED A POSSIBLE UAS STRIKE WHILE SE BOUND AT UNKN ALTITUDE ON A SHORT FINAL TO RUNWAY 14L. PIC REPORTED MULTIPLE PAINT CHIPS, SCRAPES, AND DENTS TO THE TRAILING EDGE OF THE LEFT AILERON. NO SNARGE FOUND. NO DESCRIPTION PROVIDED OF POSSIBLE UAS. 2 POB. NO INJURIES REPORTED. DAMAGE: MINOR. LEO NOTIFICATION NOT PROVIDED.",14L,SE BOUND,,,BFI - BFI,,,34.256875,-118.531441666667
61,2024-01-22,OHIO,COLUMBUS,"PRELIM INFO FROM FAA OPS: COLUMBUS, OH/UAS INCIDENT/2217E/COLUMBUS APCH ADVISED, MD HELICOPTERS H500, REPORTED TAKING EVASIVE ACTION TO AVOID A UAS AT THE 3 O'CLOCK POSITION WHILE NW BOUND AT 1,400 FEET 4 WNW CMH. COLUMBUS PD GROUND UNITS WERE NOTIFIED.",CMH,NW BOUND,2217E,COLUMBUS APCH,,4 WNW CMH,"AT 1,400 FEET",39.9969466666667,-82.8921591666667
62,2024-01-23,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS SIGHTING/1554E/FORT LAUDERDALE ATCT ADVISED, A321, LGA - FLL, REPORTED A BLACK UAS AT 1,800 FEET WHILE ON FINAL APPROACH FOR RUNWAY 10L FLL. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.",FLL,,1554E,FORT LAUDERDALE ATCT,LGA - FLL,,"AT 1,800 FEET",26.0716666666667,-80.1496944444444
63,2024-01-23,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS SIGHTING/1602E/FORT LAUDERDALE ATCT ADVISED, B38M, TORONTO, CANADA (CYYZ) - FLL, REPORTED A RED AND WHITE UAS AT 2,100 FEET WHILE ON FINAL APCH FOR RUNWAY 10L FLL. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.",FLL,,1602E,FORT LAUDERDALE ATCT,"TORONTO, CANADA (CYYZ) - FLL",,"AT 2,100 FEET",26.0716666666667,-80.1496944444444
64,2024-01-23,CALIFORNIA,SACRAMENTO,"PRELIM INFO FROM FAA OPS: SACRAMENTO, CA/UAS SIGHTING/1645P/NORCAL TRACON ADVISED, GIPPSAERO GA8, REPORTED A UAS AT THE 1 O'CLOCK POSITION WHILE W BOUND AT 1,600 FEET 9 NNW MCC. NO EVASIVE ACTION TAKEN. PLACER COUNTY SHERIFF NOTIFIED.",MCC,W BOUND,1645P,NORCAL TRACON,,9 NNW MCC,"AT 1,600 FEET",38.6676388888889,-121.400611111111
65,2024-01-24,CALIFORNIA,SAN DIEGO,"PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS SIGHTING/0648P/SAN DIEGO ATCT ADVISED, BELL B206, REPORTED A BLACK UAS WHILE N BOUND AT 1,500 FEET 7 E SAN. NO EVASIVE ACTION TAKEN. SAN PD NOTIFIED.",SAN,N BOUND,0648P,SAN DIEGO ATCT,,7 E SAN,"AT 1,500 FEET",32.7335627777778,-117.189663333333
66,2024-01-25,CALIFORNIA,LA VERNE,"PRELIM INFO FROM FAA OPS: LA VERNE, CA/UAS SIGHTING/1345P/BRACKETT ATCT ADVISED, CESSNA C172, REPORTED GREY AND WHITE UAS FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 1,700 FEET 5 W POC. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",POC,E BOUND,1345P,BRACKETT ATCT,,5 W POC,"AT 1,700 FEET",34.0916666666667,-117.781777777778
67,2024-01-27,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1340P/LOS ANGELES APCH ADVISED, B772, HOUNSLOW, UNITED KINGDOM (EGLL) - LAX, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 4,500 FEET 13 ENE LAX. NO EVASIVE ACTION TAKEN. LA COUNTY PD AIR DIVISION NOTIFIED.",LAX,W BOUND,1340P,LOS ANGELES APCH,"HOUNSLOW, UNITED KINGDOM (EGLL) - LAX",13 ENE LAX,"AT 4,500 FEET",33.9424963888889,-118.408048611111
68,2024-01-28,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/1250M/PHOENIX TRACON ADVISED, B38M, PHX - SAT, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE ESE BOUND AT 5,500 FEET 8 ESE PHOENIX VORTAC (PXR). NO EVASIVE ACTION TAKEN. PHOENIX ARPT PD NOTITIFED AT.",SAT,ESE BOUND,1250M,PHOENIX TRACON,PHX - SAT,8 ESE PHOENIX VORTAC (PXR),"AT 5,500 FEET",29.5339583333333,-98.4690569444444
69,2024-01-28,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1650E/ORLANDO ATCT ADVISED, CESSNA C172, REPORTED A UAS AT THE 5 O'CLOCK POSITION WHILE W BOUND AT 1,100 FEET 3 WNW ORL. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED.",ORL,W BOUND,1650E,ORLANDO ATCT,,3 WNW ORL,"AT 1,100 FEET",28.5454616666667,-81.33293
70,2024-01-28,OREGON,PORTLAND,"PRELIM INFO FROM FAA OPS: PORTLAND, OR/UAS SIGHTING/1634P/HILLSBORO ATCT ADVISED, CESSNA C152, HIO - HIO, REPORTED A UAS WHILE NW BOUND AT 200 FEET 1 SE HIO. NO EVASIVE ACTION TAKEN. HILLSBORO PD NOTIFIED.",HIO,NW BOUND,1634P,HILLSBORO ATCT,HIO - HIO,1 SE HIO,AT 200 FEET,45.54212175,-122.950721888889
71,2024-01-29,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1905C/HOBBY ATCT ADVISED, HELO, UNKN - UNKN, REPORTED A UAS WHILE N BOUND AT 400 FEET 7 WNW HOU. NO EVASIVE ACTION TAKEN. HOUSTON PD NOTIFIED.",HOU,N BOUND,1905C,HOBBY ATCT,"HELO, UNKN - UNKN",7 WNW HOU,AT 400 FEET,29.6457998333333,-95.2772315833333
72,2024-01-30,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS INCIDENT/1706M/DEER VALLEY ATCT ADVISED, PIPER P28A, DVT - DVT, REPORTED A UAS FROM THE 2 Oâ€™CLOCK POSITION WHILE E BOUND AT 2,500 FEET 2 NW DVT. CONTROLLER CLIMBED ACFT IN DOWNWIND TO 3,000 FEET TO AVOID UAS. PHOENIX PD NOTIFIED.",DVT,E BOUND,1706M,DEER VALLEY ATCT,DVT - DVT,2 NW DVT,"AT 2,500 FEET",33.6883055555556,-112.082555555556
73,2024-01-31,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS SIGHTING/1302P/LAS VEGAS TRACON ADVISED, BOMBARDIER GL5T, LAS - SFO, REPORTED A UAS FROM THE 1 O'CLOCK POSITION WHILE W BOUND AT 13,000 FEET 23 SW LAS. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",LAS,W BOUND,1302P,LAS VEGAS TRACON,LAS - SFO,23 SW LAS,"AT 13,000 FEET",36.0800438888889,-115.152234722222
74,2024-01-31,ARIZONA,GLENDALE,"PRELIM INFO FROM FAA OPS: GLENDALE, AZ/UAS SIGHTING/2037M/LUKE AFB ADVISED, F35, LUF - LUF, REPORTED A RED UAS WITH A RED STATIONARY BLINKING LIGHT BETWEEN 6,000-7,000 FEET 15 SW LUF. NO EVASIVE ACTION TAKEN. OFFICE OF SPECIAL INVESTIGATIONS COMMAND POST NOTIFIED.",F35,,2037M,LUKE AFB,LUF - LUF,15 SW LUF,,32.9233245833333,-98.4368727777778
75,2024-02-01,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/0823E/ATLANTA TRACON ADVISED, B752, MSY - ATL, REPORTED A GREEN UAS OFF RIGHT SIDE WHILE E BOUND AT 9,800 FEET 5 ESE ATL. NO EVASIVE ACTION TAKEN. SPALDING COUNTY SHERIFF NOTIFIED.",OFF,E BOUND,0823E,ATLANTA TRACON,MSY - ATL,5 ESE ATL,"AT 9,800 FEET",41.1193288888889,-95.9085169444444
76,2024-02-01,TEXAS,NEW BRAUNFELS,"PRELIM INFO FROM FAA OPS: NEW BRAUNFELS, TX/UAS SIGHTING/1235C/NEW BRAUNFELS FCT ADVISED, REMOS G3, REPORTED A UAS WITH A GREEN LIGHT WHILE S BOUND AT 1,600 FEET 1 S BAZ. NO EVASIVE ACTION TAKEN. NEW BRAUNFELS PD NOTIFIED.",BAZ,S BOUND,1235C,NEW BRAUNFELS FCT,,1 S BAZ,"AT 1,600 FEET",29.70575,-98.0432222222222
77,2024-02-01,MARYLAND,BALTIMORE,"PRELIM INFO FROM FAA OPS: BALTIMORE, MD/UAS INCIDENT/2008E/BALTIMORE ATCT ADVISED, HELO, REPORTED UAS WHILE WNW BOUND AT 500 FEET 4 NE BWI. NO EVASIVE ACTION TAKEN. LEOS WERE NOTIFIED.",BWI,WNW BOUND,2008E,BALTIMORE ATCT,,4 NE BWI,AT 500 FEET,39.1757283333333,-76.6689911111111
78,2024-02-02,CALIFORNIA,SAN JOSE,"PRELIM INFO FROM FAA OPS: SAN JOSE, CA/UAS SIGHTING/1208P/NORCAL TRACON ADVISED, BOMBARDIER CL35, REPORTED UAS PASS 1,000 FEET BENEATH ACFT WHILE W BOUND AT 3,000 FEET VCNTY SAN JOSE. NO EVASIVE ACTION REPORTED. SAN JOSE PD NOTIFIED.",SAN,W BOUND,1208P,NORCAL TRACON,,,"AT 3,000 FEET",32.7335627777778,-117.189663333333
79,2024-02-03,FLORIDA,TAMPA,"PRELIM INFO FROM FAA OPS: TAMPA, FL/UAS SIGHTING/1152E/TAMPA ATCT ADVISED, A321, PHL - TPA, REPORTED RED AND BLACK UAS WHILE S BOUND AT 4,000 FEET 11 SSE TPA. NO EVASIVE ACTION TAKEN. TAMPA FBI NOTIFIED.",PHL,S BOUND,1152E,TAMPA ATCT,PHL - TPA,11 SSE TPA,"AT 4,000 FEET",39.8720838888889,-75.2406630555556
80,2024-02-03,FLORIDA,TALLAHASSEE,"PRELIM INFO FROM FAA OPS: TALLAHASSEE, FL/UAS SIGHTING/1451E/TALLAHASSEE APCH ADVISED, CESSNA T210, REPORTED A SILVER UAS OFF LEFT SIDE 500 FEET BELOW WHILE E BOUND AT 7,000 FEET 12 S TLH. NO EVASIVE ACTION TAKEN. WAKULLA COUNTY SHERIFF NOTIFIED.",OFF,E BOUND,1451E,TALLAHASSEE APCH,,12 S TLH,"AT 7,000 FEET",41.1193288888889,-95.9085169444444
81,2024-02-03,NEW JERSEY,TRENTON,"PRELIM INFO FROM FAA OPS: TRENTON, NJ/UAS SIGHTING/1617E/TRENTON ATCT ADVISED, CESSNA C172, REPORTED A WHITE UAS WHILE ENE BOUND AT 2,000 FEET 1.5 NE TTN. NO EVASIVE ACTION TAKEN. TRENTON PD WAS NOTIFIED.",TTN,ENE BOUND,1617E,TRENTON ATCT,,,"AT 2,000 FEET",40.2766944444444,-74.8134722222222
82,2024-02-03,NEW JERSEY,CALDWELL,"PRELIM INFO FROM FAA OPS: CALDWELL, NJ/UAS SIGHTING/1700E/CALDWELL ATCT ADVISED, CIRRUS SR22, REPORTED A UAS WHILE W BOUND AT 1,400 FEET 7 NE CDW. NO EVASIVE ACTION REPORTED. PILOT STATED UAS WAS OVER PATERSON UNIVERSITY AT1,400 FEET HEADED E BOUND. FAIRFIELD PD NOTIFIED.",CDW,W BOUND,1700E,CALDWELL ATCT,,7 NE CDW,"AT 1,400 FEET",40.8752247222222,-74.2813502777778
83,2024-02-03,CALIFORNIA,SAN DIEGO,"PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS SIGHTING/1440P/MONTGOMERY ATCT ADVISED, CESSNA C172, MYF - MYF, REPORTED A UAS AT 700 FEET WHILE NNE BOUND AT 1,100 FEET 1 ESE MYF. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",SAN,NNE BOUND,1440P,MONTGOMERY ATCT,MYF - MYF,1 ESE MYF,AT 700 FEET,32.7335627777778,-117.189663333333
84,2024-02-03,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS SIGHTING/1700C/FORT WORTH TRACON ADVISED, PILATUS PC12, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE NW BOUND AT 3,000 FEET 1 SSE ADS. NO EVASIVE ACTION TAKEN. PILOT STATED UAS WAS 500 FEET BELOW ACFT. DFW ARPT PD NOTIFIED.",ADS,NW BOUND,1700C,FORT WORTH TRACON,,1 SSE ADS,"AT 3,000 FEET",32.9685555555556,-96.8364444444444
85,2024-02-04,INDIANA,INDIANAPOLIS,"PRELIM INFO FROM FAA OPS: INDIANAPOLIS, IN/UAS SIGHTING/1057E/INDIANAPOLIS TRACON ADVISED, C310, HFY - HFY, REPORTED A UAS AT THE 9 O'CLOCK POSITION WHILE W BOUND AT 11,500 FEET 19 E BRICKYARD VOR (VHP). NO EVASIVE ACTION TAKEN. HANCOCK COUNTY SHERIFF NOTIFIED.",HFY,W BOUND,1057E,INDIANAPOLIS TRACON,HFY - HFY,19 E BRICKYARD VOR (VHP),"AT 11,500 FEET",39.6276111111111,-86.0880277777778
86,2024-02-04,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/1853E/MIAMI ARTCC ADVISED, CIRRUS SF50, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE NW BOUND AT 12,000 FEET 19 N DHP. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",,NW BOUND,1853E,MIAMI ARTCC,,19 N DHP,"AT 12,000 FEET",25-47-59.866N,080-20-56.526W
87,2024-02-05,TENNESSEE,NASHVILLE,"PRELIM INFO FROM FAA OPS: NASHVILLE, TN/UAS SIGHTING/0620C/NASHVILLE ATCT ADVISED, B737, DCA - BNA, REPORTED A WHITE UAS FROM THE 12 O'CLOCK POSITION WHILE NNE BOUND AT 2,400 FEET 5 S DCA. NO EVASIVE ACTION TAKEN. NASHVILLE ARPT PD NOTIFIED.",BNA,NNE BOUND,0620C,NASHVILLE ATCT,DCA - BNA,5 S DCA,"AT 2,400 FEET",36.124475,-86.6781805555556
88,2024-02-05,NEW JERSEY,ATLANTIC CITY,"PRELIM INFO FROM FAA OPS: ATLANTIC CITY, NJ/UAS SIGHTING/1020E/ATLANTIC CITY ATCT ADVISED, DIAMOND DA42, REPORTED A UAS AT THE 10 O'CLOCK POSITION WHILE SW BOUND AT 3,000 FEET 22 ENE ACY. NO EVASIVE ACTION TAKEN. LONG BEACH PD NOTIFIED.",ACY,SW BOUND,1020E,ATLANTIC CITY ATCT,,22 ENE ACY,"AT 3,000 FEET",39.4575833333333,-74.5771666666667
89,2024-02-05,PENNSYLVANIA,HARRISBURG,"PRELIM INFO FROM FAA OPS: HARRISBURG, PA/UAS SIGHTING/1400E/NEW YORK ARTCC ADVISED, E145, PIT - PHL, REPORTED A WHITE UAS FROM THE 3 O'CLOCK POSITION WHILE E BOUND AT 17,000 FEET 5 S HARRISBURG VORTAC (HAR). NO EVASIVE ACTION TAKEN. PENNSYLVANIA STATE PD NOTIFIED.",PHL,E BOUND,1400E,NEW YORK ARTCC,PIT - PHL,5 S HARRISBURG VORTAC (HAR),"AT 17,000 FEET",39.8720838888889,-75.2406630555556
90,2024-02-06,MICHIGAN,GRAND RAPIDS,"PRELIM INFO FROM FAA OPS: GRAND RAPIDS, MI/UAS SIGHTING/0705E/GRAND RAPIDS ATCT ADVISED, CESSNA C208, TVC - GRR, REPORTED A UAS AT THE 11 O'CLOCK POSITION WHILE S BOUND AT 2,100 FEET 5 N GRR. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",TVC,S BOUND,0705E,GRAND RAPIDS ATCT,TVC - GRR,5 N GRR,"AT 2,100 FEET",44.7415786111111,-85.58187
91,2024-02-06,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1540E/POTOMAC TRACON ADVISED, A319, ORD - DCA, REPORTED A STATIONARY UAS FROM THE 9 O'CLOCK POSITION WHILE N BOUND AT 2,500 FEET 10 SSW DCA. NO EVASIVE ACTION TAKEN. PRINCE GEORGE'S COUNTY PD NOTIFIED.",ORD,N BOUND,1540E,POTOMAC TRACON,ORD - DCA,10 SSW DCA,"AT 2,500 FEET",41.9769402777778,-87.9081497222222
92,2024-02-06,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS SIGHTING/1448C/DALLAS LOVE ATCT ADVISED, B350, DALLAS LOVE ATCT, REPORTED A BLACK UAS ABOVE THEM WHILE SW BOUND AT 2,500 FEET 6 NW DAL. NO EVASIVE ACTION TAKEN. DFW DPS NOTIFIED.",DAL,SW BOUND,1448C,DALLAS LOVE ATCT,,6 NW DAL,"AT 2,500 FEET",32.8459447222222,-96.8508766666667
93,2024-02-06,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS SIGHTING/1742E/CHARLOTTE ATCT ADVISED, CRJ9, TORONTO, CANADA (CYYZ)	 - CLT, REPORTED A UAS FROM THE 10 O'CLOCK POSITION WHILE N BOUND AT 3,900 FEET 12 S CLT. NO EVASIVE ACTION TAKEN. FORT MILL PD NOTIFIED.",CLT,N BOUND,1742E,CHARLOTTE ATCT,,12 S CLT,"AT 3,900 FEET",35.21375,-80.9490555555556
94,2024-02-07,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1244E/ATLANTA TRACON ADVISED, A320, ATL - DCA, REPORTED A DARK COLORED UAS AT THE 1 O'CLOCK POSITION WHILE E BOUND AT 4,000 FEET 8 E ATL. NO EVASIVE ACTION TAKEN. CLAYTON COUNTY PD NOTIFIED.",ATL,E BOUND,1244E,ATLANTA TRACON,ATL - DCA,8 E ATL,"AT 4,000 FEET",33.6366996111111,-84.427864
95,2024-02-08,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/0955P/LOS ANGELES ATCT ADVISED, A320, EWR - LAX, REPORTED UAS FROM THE 9 O'CLOCK POSITION WHILE SW BOUND AT 800 FEET 3.5 ENE LAX. NO EVASIVE ACTION TAKEN. LOS ANGELES COUNTY SHERIFF AERO BUREAU NOTIFIED.",EWR,SW BOUND,0955P,LOS ANGELES ATCT,EWR - LAX,,AT 800 FEET,40.6924798333333,-74.1686867777778
96,2024-02-08,TENNESSEE,BRISTOL-JOHNSON-KINGSPORT,"PRELIM INFO FROM FAA OPS: BRISTOL-JOHNSON-KINGSPORT, TN/UAS SIGHTING/1337E/TRI-CITIES ATCT ADVISED, CIRRUS SR20, REPORTED A RED UAS WHILE ENE BOUND AT 5,500 FEET 5 WNW TRI. NO EVASIVE ACTION TAKEN. KINGSPORT TENNESSEE PD NOTIFIED.",TRI,ENE BOUND,1337E,,,5 WNW TRI,"AT 5,500 FEET",36.4752077777778,-82.4074152777778
97,2024-02-08,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1335P/LOS ANGELES ATCT ADVISED, B739, SEA - LAX, REPORTED A BLACK UAS FROM 9 O'CLOCK POSITION WHILE WSW BOUND AT 800 FEET 2 ENE LAX. NO EVASIVE ACTION TAKEN. LOS ANGELES COUNTY SHERIFF NOTIFIED.",LAX,WSW BOUND,1335P,LOS ANGELES ATCT,SEA - LAX,2 ENE LAX,AT 800 FEET,33.9424963888889,-118.408048611111
98,2024-02-08,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1401P/LOS ANGELES ATCT ADVISED, B738, PDX - LAX, REPORTED A BLACK UAS FROM 9 O'CLOCK POSITION WHILE WSW BOUND AT 800 FEET 2 E LAX. NO EVASIVE ACTION TAKEN. LOS ANGELES COUNTY SHERIFF NOTIFIED.",LAX,WSW BOUND,1401P,LOS ANGELES ATCT,PDX - LAX,2 E LAX,AT 800 FEET,33.9424963888889,-118.408048611111
99,2024-02-09,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/0911E/MIAMI ATCT ADVISED, ROBINSON R44, REPORTED A SMALL WHITE UAS AT 500 FEET WHILE W BOUND AT SAME ALTITUDE 5 S MIAMI. NO EVASIVE ACTION TAKEN. MIAMI DADE METRO PD NOTIFIED.",MIA,W BOUND,0911E,MIAMI ATCT,,5 S MIAMI,AT 500 FEET,25-47-43.3000N 080-17-24.4170W,W25-47.721667N 080-17.406950
100,2024-02-09,FLORIDA,FORT MYERS,"PRELIM INFO FROM FAA OPS: FORT MYERS, FL/UAS SIGHTING/1045E/FORT MYERS ATCT ADVISED, A321, CLT - RSW, REPORTED A BLACK AND WHITE UAS AT THE 1 O'CLOCK POSITION WHILE NE BOUND AT 1,500 FEET 5 WSW RSW. NO EVASIVE ACTION TAKEN. LEE COUNTY SHERIFF NOTIFIED.",RSW,NE BOUND,1045E,FORT MYERS ATCT,CLT - RSW,5 WSW RSW,"AT 1,500 FEET",26.5361638888889,-81.755155
101,2024-02-09,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1512E/SANFORD ATCT ADVISED, CESSNA C172, REPORTED A YELLOW UAS WHILE W BOUND AT 1,000 FEET 2 N SFB. NO EVASIVE ACTION TAKEN. SEMINOLE COUNTY SHERIFF NOTIFIED.",SFB,W BOUND,1512E,SANFORD ATCT,,2 N SFB,"AT 1,000 FEET",28.7771780555556,-81.2349138888889
102,2024-02-09,KANSAS,SALINA,"PRELIM INFO FROM FAA OPS: SALINA, KS/UAS SIGHTING/1436C/SALINA ATCT ADVISED, CESSNA C172, [DEPARTURE] - [ARRIVAL], REPORTED A RED UAS WHILE N BOUND AT 500 FEET 0.5 MILE N SLN. NO EVASIVE ACTION TAKEN. SALINE COUNTY SHERIFF NOTIFIED.",SLN,N BOUND,1436C,SALINA ATCT,,,AT 500 FEET,38.7906111111111,-97.6522222222222
103,2024-02-09,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/1637M/DEER VALLEY ATCT ADVISED, BELL B407, REPORTED A UAS WHILE S BOUND AT 1,300 FEET 5 NW DVT. NO EVASIVE ACTION TAKEN. PHOENIX PD NOTIFIED.",DVT,S BOUND,1637M,DEER VALLEY ATCT,,5 NW DVT,"AT 1,300 FEET",33.6883055555556,-112.082555555556
104,2024-02-10,WASHINGTON,PASCO,"PRELIM INFO FROM FAA OPS: PASCO, WA/UAS SIGHTING/1309P/PASCO ATCT ADVISED, E75L, SEA - PSC, REPORTED A BLACK UAS AT THE 3 O'CLOCK POSITION WHILE SE BOUND AT 2,300 FEET 5 N PSC. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",PSC,SE BOUND,1309P,PASCO ATCT,SEA - PSC,5 N PSC,"AT 2,300 FEET",46.2646816666667,-119.119023888889
