date_of_sighting,state,city,summary,drone_latitude,drone_longitude,drone_altitude_ft,Facility Name,Facility Type,Time,Time_UTC,index_right,airspace_name,min_altitude,max_altitude,airspace_class
2022-05-24,UTAH,SALT LAKE CITY,"PRELIM INFO FROM FAA OPS: SALT LAKE CITY, UT/UAS INCIDENT/1140M/SALT LAKE ATCT ADVISED, EMBRAER E190, MIGUEL COSTILL AIRPORT, MEXICO (MMGL) REPORTED A UAS AT 4,500 FEET WHILE NW BOUND 2 S SLC. UAS SIZE AND COLOR NOT REPORTED. NO EVASIVE ACTION REPORTED. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 EC/JW",34.46119655544868,-82.7093813888889,4500,ANDERSON RGNL,AIRPORT,1140M,2022-05-24 23:40:00,,,,,
2022-05-24,INDIANA,INDIANAPOLIS,"PRELIM INFO FROM FAA OPS: INDIANAPOLIS, IN/UAS INCIDENT/1332E/INDIANAPOLIS ATCT ADVISED, DIAMOND DA40, IND - IND, REPORTED A RED UAS FROM THE 1 O'CLOCK POSITION WHILE SE BOUND AT 4,000 FEET 6 NW BRICKYARD VOR. NO EVASIVE ACTION TAKEN. HENDRICKS COUNTY SHERIFF NOTIFIED. WOC 7-3333 TB/JW",45.255489951669794,-109.3578091762447,4000,RED LODGE,AIRPORT,1332E,2022-05-24 18:32:00,,,,,
2022-05-24,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/1412P/SOCAL TRACON ADVISED, B737, ELP - LAX, REPORTED A SILVER UAS FROM THE 9 O'CLOCK POSITION WHILE WSW BOUND AT 9,800 FEET 35 ENE LAX. NO EVASIVE ACTION TAKEN. ONTARIO PD NOTIFIED. WOC 7-3333 JW/TB",32.02945956280876,-105.74239737274502,9800,EL PASO INTL,AIRPORT,1412P,2022-05-24 11:12:00,,,,,
2022-05-24,NEW YORK,ROCHESTER,"PRELIM INFO FROM FAA OPS: ROCHESTER, NY/UAS INCIDENT/1940E/ROCHESTER ATCT ADVISED, PIPER P28R, REPORTED A RED UAS OFF THE 12 O'CLOCK POSITION WHILE ENE BOUND AT 1,000 FEET .5 E ROCHESTER. NO INJURIES REPORTED. MONROE COUNTY SHERIFF NOTIFIED. PHONE NUMBER NOT PROVIDED. WOC 7-3333 EF/JA",45.18477255976454,-109.13988748913594,1000,RED LODGE,AIRPORT,1940E,2022-05-25 00:40:00,,,,,
2022-05-24,CALIFORNIA,PANOCHE,"PRELIM INFO FROM FAA OPS: PANOCHE, CA/UAS INCIDENT/2100P/NORCAL TRACON ADVISED, F15, OBSERVED A UAS WHILE SOUTHWEST BOUND AT 7,500 FEET, 9 W PANOCHE. NO INJURIES REPORTED. LOCAL LAW ENFORCEMENT NOTIFIED (PHONE NOT PROVIDED). WOC 7-3333 JA/EF",29.241717861126613,-81.20379152184336,750,HALIFAX RIVER,SEAPLANE BASE,2100P,2022-05-24 18:00:00,457.0,DAYTONA BEACH REGIONAL AIRPORT CLASS C,1219.2,1219.2,C
2022-05-25,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/LATE REPORT-0827E/NEW YORK TRACON ADVISED, A321, MIA - LGA, REPORTED A GRAY UAS WHILE NE BOUND AT 2,500 FEET 10 NNE LGA. NO EVASIVE ACTION TAKEN. NEW YORK PD AVIATION UNIT NOTIFIED. WOC 7-3333 JW/JO",40.93128704897039,-73.78845595518557,2500,LAGUARDIA,AIRPORT,0827E,2022-05-25 13:27:00,202.0,NEW YORK CLASS B AREA E,2133.6,2133.6,B
2022-05-25,NORTH CAROLINA,JACKSONVILLE,"PRELIM INFO FROM FAA OPS: JACKSONVILLE, NC/UAS INCIDENT/1511E/NEW RIVER APCH ADVISED, V22, NCA - NCA, REPORTED A SMALL UAS AT 1,200 FEET 4 N NCA. NO EVASIVE ACTION TAKEN. BASE OPERATIONS NOTIFIED.  WOC 7-3333 JO/JW",34.77521010597926,-77.4396616666667,1200,NEW RIVER MCAS (MCCUTCHEON FLD),AIRPORT,1511E,2022-05-25 20:11:00,954.0,JACKSONVILLE CLASS D,762.0,762.0,D
2022-05-25,FLORIDA,PALM COAST,"PRELIM INFO FROM FAA OPS: PALM COAST, FL/UAS INCIDENT/1931E/DAYTONA BEACH ATCT ADVISED, CESSNA T206, LZU - DAB, REPORTED A UAS 100 FEET FROM THE 9 O'CLOCK POSITION WHILE SSE BOUND AT 3,000 FEET 1.6 S FIN. NO EVASIVE ACTION TAKEN. FLAGLER COUNTY SHERIFF NOTIFIED. WOC 7-3333 RC/ER",29.43841786527579,-81.2076483333333,3000,FLAGLER EXEC,AIRPORT,1931E,2022-05-26 00:31:00,765.0,BUNNELL CLASS D,457.2,457.2,D
2022-05-25,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/2012P/SOCAL TRACON ADVISED, B738, LAS - LAX, REPORTED A UAS FROM THE RIGHT SIDE WHILE WSW AT 6,400 FEET 18 ENE LAX. NO EVASIVE ACTION REPORTED. LAPD NOTIFIED. WOC 7-3333 ER/RC",36.194523956601735,-114.80980759601704,6400,HARRY REID INTL,AIRPORT,2012P,2022-05-25 17:12:00,125.0,LAS VEGAS CLASS B AREA C,3048.0,3048.0,B
2022-05-26,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/1031E/MIAMI TRACON ADVISED, LEARJET LJ35, REPORTED A UAS WHILE E BOUND AT 1,500 FEET 6 W FXE. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED. WOC 7-3333 JO/JW",26.19723640358493,-80.28188194918208,1500,FORT LAUDERDALE EXEC,AIRPORT,1031E,2022-05-26 15:31:00,474.0,FORT LAUDERDALE-HOLLYWOOD INTERNATIONAL AIRPORT CLASS C AREA F,1219.2,1219.2,C
2022-05-26,VIRGINIA,RICHMOND,"PRELIM INFO FROM FAA OPS: RICHMOND, VA/UAS INCIDENT/1925E/POTOMAC TRACON ADVISED, PIPER P32R, JYO - CPK, REPORTED A QUAD-ROTOR UAS FROM THE 3 O'CLOCK POSITION WHILE S BOUND AT 5,000 FEET 9 E RIC. PIC MADE SLIGHT RIGHT TURN TO AVOID UAS. NEW KENT COUNTY SHERIFF NOTIFIED. WOC 7-3333 RC/ER",37.505030695780235,-77.13122805650447,5000,RICHMOND INTL,AIRPORT,1925E,2022-05-27 00:25:00,613.0,RICHARD EVELYN BYRD INTL AIRPORT CLASS C,1280.16,1280.16,C
2022-05-26,HAWAII,HONOLULU,"PRELIM INFO FROM FAA OPS: HONOLULU, HI/UAS INCIDENT/1531L/HONOLULU CONTROL FACILITY ADVISED, B77L, HNL - OSAKA, JAPAN (RJBB), REPORTED UAS FROM THE RIGHT SIDE WHILE WSW BOUND AT 3,500 FEET 3.5 S HNL. NO EVASIVE ACTION TAKEN. HONOLULU PD NOTIFIED. WOC 7-3333 ER/RC",21.259281069166555,-157.920250277778,3500,DANIEL K INOUYE INTL,AIRPORT,1531L,2022-05-27 02:31:00,95.0,HONOLULU CLASS B AREA A,2743.2,2743.2,B
2022-05-27,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS INCIDENT/1242E/ATLANTA ARTCC ADVISED, BEECH BE36, REPORTED A SILVER UAS FROM THE 7 O'CLOCK POSITION WHILE SE BOUND AT 8,000 FEET 39 E ATL. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 JW/JO",33.63424903333993,-83.64936026787879,8000,HARTSFIELD - JACKSON ATLANTA INTL,AIRPORT,1242E,2022-05-27 17:42:00,,,,,
2022-05-27,TEXAS,CORSICANA,"PRELIM INFO FROM FAA OPS: CORSICANA, TX/UAS INCIDENT/1655C/WACO ATCT ADVISED, BEECH BE55, REPORTED UAS WHILE WNW BOUND AT 10,500 FEET 17 WNW CRS. NO EVASIVE ACTION TAKEN. NAVARRO COUNTY SHERIFF NOTIFIED. WOC 7-3333 ER/RC",32.13633450323294,-96.70886636818918,10500,C DAVID CAMPBELL FLD-CORSICANA MUNI,AIRPORT,1655C,2022-05-27 22:55:00,,,,,
2022-05-27,ILLINOIS,CHICAGO-PROSPECT HEIGHTS-WHEELING,"PRELIM INFO FROM FAA OPS: CHICAGO-PROSPECT HEIGHTS-WHEELING, IL/UAS INCIDENT/1835C/CHICAGO ARTCC ADVISED, A333, ORD - HELSINKI, FINLAND (EFHK), REPORTED WHITE UAS FROM THE 9 O'CLOCK POSITION WHILE N BOUND AT 13,500 FEET 16 NNE PWK. NO EVASIVE ACTION TAKEN. FBI NOTIFIED. WOC 7-3333 ER/RC",42.22332548521096,-87.77080009296851,13500,CHICAGO O'HARE INTL,AIRPORT,1835C,2022-05-28 00:35:00,33.0,CHICAGO CLASS B AREA D,3048.0,3048.0,B
2022-05-27,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS INCIDENT/2119E/PALM BEACH ATCT ADVISED, PIPER P32R, REPORTED A WHITE UAS FROM THE 1 O'CLOCK POSITION WHILE SSE BOUND AT 1,000 FEET 2.5 S LNA. NO EVASIVE ACTION TAKEN. PALM BEACH COUNTY SHERIFF NOTIFIED. WOC 7-3333 RC/ER",26.55125791058441,-80.0850644444444,1000,PALM BEACH COUNTY PARK,AIRPORT,2119E,2022-05-28 02:19:00,583.0,PALM BEACH INTL AIRPORT CLASS C AREA B,1219.2,1219.2,C
2022-05-28,MISSOURI,ST LOUIS,"PRELIM INFO FROM FAA OPS: ST LOUIS, MO/UAS INCIDENT/1005C/ST LOUIS TRACON ADVISED, B738, STL - DFW, REPORTED A UAS FROM THE 2 O'CLOCK POSITION WHILE ESE BOUND AT 3,000 FEET 5 SE STL. NO EVASIVE ACTION TAKEN. ST LOUIS PD NOTIFIED. WOC 7-3333 TB/GG",32.83817215581628,-96.96775702532045,3000,DALLAS-FORT WORTH INTL,AIRPORT,1005C,2022-05-28 16:05:00,57.0,DALLAS CLASS B AREA A,3352.8,3352.8,B
2022-05-28,MISSOURI,ST LOUIS,"PRELIM INFO FROM FAA OPS: ST LOUIS, MO/UAS INCIDENT/1524C/ST. LOUIS TRACON ADVISED, CESSNA C206, REPORTED A UAS WHILE N BOUND AT 5,200 FEET 11 ESE STL. NO EVASIVE ACTION TAKEN. LOCAL LAW ENFORCEMENT NOTIFIED. WOC 7-3333 EF/JA",38.67826988468953,-90.15373219525976,5200,ST LOUIS LAMBERT INTL,AIRPORT,1524C,2022-05-28 21:24:00,341.0,"ST LOUIS CLASS B AREA E  EXCLUDES AREA A,B,C AND D",2438.4,2438.4,B
2022-05-28,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS INCIDENT/1610M/DENVER TRACON ADVISED, B738, DEN - SAN JOSE, COSTA RICA (MROC), REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE E BOUND AT 300 FEET 1 S DENVER. NO EVASIVE ACTION TAKEN. LAW ENFORCEMENT NOTIFICATION NOT REPORTED. WOC 7-3333 EF/JA",39.844986762842396,-104.673166666667,300,DENVER INTL,AIRPORT,1610M,2022-05-29 04:10:00,72.0,DENVER CLASS B AREA A,3657.6,3657.6,B
2022-05-28,MARYLAND,CAMP SPRINGS,"PRELIM INFO FROM FAA OPS: CAMP SPRINGS, MD/UAS INCIDENT/1823E/POTOMAC TRACON ADVISED, CRJ7, OBSERVED A UAS AT 8,000 FEET 7 SE ADW. NO EVASIVE ACTION TAKEN. PRINCE GEORGE COUNTY SHERIFF NOTIFIED. WOC 7-3333 EF/JA",38.72820124378289,-76.76162707268361,8000,JOINT BASE ANDREWS,AIRPORT,1823E,2022-05-28 23:23:00,356.0,WASHINGTON-TRI AREA CLASS B AREA A,3048.0,3048.0,B
2022-05-29,ARIZONA,GRAND CANYON,"PRELIM INFO FROM FAA OPS: GRAND CANYON, AZ/UAS INCIDENT/1123M/GRAND CANYON ATCT ADVISED, EUROCOPTER EC30, REPORTED A UAS WHILE S BOUND AT 300 FEET 9 WNW GCN. NO EVASIVE ACTION TAKEN. COCONINO SHERRIF NOTIFIED. WOC 7-3333 TB/EC",36.009725583700515,-112.31778511785255,300,GRAND CANYON NTL PARK,AIRPORT,1123M,2022-05-29 23:23:00,3234.0,GRAND CANYON SFRA,4419.6,4419.6,
2022-05-29,OKLAHOMA,TULSA,"PRELIM INFO FROM FAA OPS: TULSA, OK/UAS INCIDENT/1343C/TULSA ATCT ADVISED, CESSNA C172, REPORTED AN ORANGE QUADCOPTER UAS FROM THE POSITION 9 O'CLOCK POSITION WHILE E BOUND AT 1,900 FEET 1 NW TUL. NO EVASIVE ACTION TAKEN. TULSA COUNTY SHERIFF NOTIFIED. WOC 7-3333 TB/EC",36.210194257172425,-95.90266829154142,1900,TULSA INTL,AIRPORT,1343C,2022-05-29 19:43:00,683.0,TULSA INTERNATIONAL AIRPORT CLASS C,1432.56,1432.56,C
2022-05-29,SOUTH CAROLINA,COLUMBIA,"PRELIM INFO FROM FAA OPS: COLUMBIA, SC/UAS INCIDENT/1445E/COLUMBIA  ADVISED, DIAMOND DA40, REPORTED A MEDIUM SIZED WHITE UAS AT 3,500 FEET AT 9 O'CLOCK POSITION WHILE NE BOUND 45 SE CAE. UAS WAS 1,000 FEET BELOW AIRCRAFT POSITION. BAMBERG COUNTY SHERIFF WAS NOTIFIED. WOC 7-3333 EC/TB",33.40590229172501,-80.48603869357898,3500,COLUMBIA METRO,AIRPORT,1445E,2022-05-29 19:45:00,,,,,
2022-05-29,SOUTH CAROLINA,HILTON HEAD ISLAND,"PRELIM INFO FROM FAA OPS: HILTON HEAD ISLAND, SC/UAS INCIDENT/1350E/BEAUFORT MARINE CORPS ATCT ADVISED, CRJ7, IAD - HXD, REPORTED A WHITE UAS WHILE SW BOUND AT 2,200 FEET 14 NE HXD. NO EVASIVE ACTION TAKEN. BEAUFORT COUNTY SHERIFF NOTIFIED. WOC 7-3333 TB/EC",39.11241019123611,-77.24794997343308,2200,WASHINGTON DULLES INTL,AIRPORT,1350E,2022-05-29 18:50:00,364.0,WASHINGTON-TRI AREA CLASS B AREA E,3048.0,3048.0,B
2022-05-29,NORTH CAROLINA,DURHAM,"PRELIM INFO FROM FAA OPS: RALEIGH/DURHAM, NC/UAS INCIDENT/1613E/RALEIGH DURHAM ATCT ADVISED, CRJ7, EWR - RDU, REPORTED A UAS WHILE SW BOUND AT 7,000 FEET 8 E RDU. NO EVASIVE ACTION TAKEN. WAKE COUNTY SHERIFF NOTIFIED. WOC 7-3333 TB/EC",35.87752684366706,-78.62340209708701,7000,RALEIGH-DURHAM INTL,AIRPORT,1613E,2022-05-29 21:13:00,608.0,RALEIGH-DURHAM INTL AIRPORT CLASS C,1341.12,1341.12,C
2022-05-29,FLORIDA,TAMPA,"PRELIM INFO FROM FAA OPS: /UAS INCIDENT/1640E/TAMPA ATCT ADVISED, A20N, LBE - TPA, REPORTED UAS AT 1,000 FEET AT 9 O'CLOCK POSITION 5 SE TPA. NO EVASIVE ACTION REPORTED. TAMPA PD NOTIFIED. WOC 7-3333 EC/TB",40.21410654225349,-79.3334070351448,1000,ARNOLD PALMER RGNL,AIRPORT,1640E,2022-05-29 21:40:00,1001.0,LATROBE CLASS D,1127.76,1127.76,D
2022-05-29,TENNESSEE,NASHVILLE,"PRELIM INFO FROM FAA OPS: NASHVILLE, TN/UAS INCIDENT/1645C/NASHVILLE APPROACH ADVISED, E170, MIA - BNA, OBSERVED A UAS WHILE NORTH-NORTHEAST BOUND AT 3,000 FEET, 10 NE BNA. NO EVASIVE ACTION REPORTED. MNAA AIRPORT COMMAND CENTER NOTIFIED (NO PHONE PROVIDED). WOC 7-3333 JA/EF",36.24240496701712,-86.53249073670862,300,NASHVILLE INTL,AIRPORT,1645C,2022-05-29 22:45:00,570.0,NASHVILLE INTL AIRPORT CLASS C,1402.08,1402.08,C
2022-05-29,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS INCIDENT/1655C/HOUSTON TRACON ADVISED, E75L, DSM - IAH, REPORTED A WHITE AND BLACK UAS OFF RIGHT SIDE SAME ALTITUDE WHILE WEST BOUND AT 8,100 FEET 5 WNW HOUSTON. NO EVASIVE ACTION TAKEN.  HARRIS COUNTY SHERIFF NOTIFIED. WOC 7-3333 RL/EF",41.56583326076468,-93.76563746151116,8100,DES MOINES INTL,AIRPORT,1655C,2022-05-29 22:55:00,458.0,DES MOINES INTL AIRPORT CLASS C,1524.0,1524.0,C
2022-05-29,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS INCIDENT/1744C/HOUSTON ATCT ADVISED, E75L, MCI - IAH, REPORTED A WHITE QUADCOPTER OFF RIGHT SIDE WHILE WEST BOUND AT 1,200 FEET 4.5 E HOUSTON. NO EVASIVE ACTION TAKEN. HARRIS COUNTY SHERIFF NOTIFIED. WOC 7-3333 RL/EF",39.297571027208676,-94.6172766574157,1200,KANSAS CITY INTL,AIRPORT,1744C,2022-05-29 23:44:00,119.0,KANSAS CITY CLASS B AREA A,2438.4,2438.4,B
2022-05-29,MARYLAND,BALTIMORE,"PRELIM INFO FROM FAA OPS: BALTIMORE, MD/UAS INCIDENT/1845E/POTOMAC TRACON ADVISED, CRJ7, PVD - DCA, REPORTED A RED UAS WHILE W BOUND AT 10,000 FEET 22 S BWI. NO EVASIVE ACTION TAKEN. ANNE ARUNDEL COUNTY PD NOTIFIED. WOC 7-3333 EF/RL",38.48440748199513,-77.0377213888889,10000,RONALD REAGAN WASHINGTON NTL,AIRPORT,1845E,2022-05-29 23:45:00,3235.0,WASHINGTON DC SFRA ADIZ,5486.1,5486.1,
2022-05-29,MARYLAND,CAMP SPRINGS,"PRELIM INFO FROM FAA OPS: CAMP SPRINGS, MD/UAS INCIDENT/1914E/POTOMAC TRACON ADVISED, E75S, DCA - LGA, REPORTED A UAS WHILE NE BOUND AT 8,000 FEET 3 N ADW. NO EVASIVE ACTION TAKEN. PRINCE GEORGE COUNTY PD AVIATION UNIT NOTIFIED. WOC 7-3333 EF/RL",38.86087404078208,-76.8670463888889,8000,JOINT BASE ANDREWS,AIRPORT,1914E,2022-05-30 00:14:00,356.0,WASHINGTON-TRI AREA CLASS B AREA A,3048.0,3048.0,B
2022-05-30,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/1455E/LA GUARDIA ATCT ADVISED, A321, ATL - LGA, REPORTED A WHITE UAS FROM THEIR LEFT SIDE WHILE SW BOUND AT 1,000 FEET 3 NE LGA. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 JF/EC",40.8126104734843,-73.82604226724186,1000,LAGUARDIA,AIRPORT,1455E,2022-05-30 19:55:00,194.0,NEW YORK CLASS B AREA A,2133.6,2133.6,B
2022-05-30,OHIO,COLUMBUS,"PRELIM INFO FROM FAA OPS: COLUMBUS, OH/UAS INCIDENT/2014E/OHIO STATE UNIVERSITY ATCT ADVISED, CESSNA C172, REPORTED A BLUE UAS AT 12 O'CLOCK POSITION AT 2,500 FEET WHILE W BOUND 5 E OSU. NO EVASIVE ACTION TAKEN. OHIO STATE HIGHWAY PATROL NOTIFIED. WOC 7-3333 RL/EF",40.0794646849066,-82.96464808641186,2500,OHIO STATE UNIVERSITY,AIRPORT,2014E,2022-05-31 01:14:00,450.0,COLUMBUS CLASS C,1463.04,1463.04,C
2022-05-30,CALIFORNIA,LOS ALAMITOS,"PRELIM INFO FROM FAA OPS: LOS ALAMITOS, CA/UAS INCIDENT/1939P/FULLERTON MUNICIPAL ATCT ADVISED, CESSNA C152, OBSERVED A UAS OFF THE RIGHT SIDE WHILE SW BOUND AT 400 FEET 6 S SLI. NO EVASIVE ACTION TAKEN. LEO NOTIFIED. WOC 7-3333 EF/RL",33.68984761037617,-118.05142,400,LOS ALAMITOS AAF,AIRPORT,1939P,2022-05-30 16:39:00,152.0,LOS ANGELES CLASS B AREA J,3048.0,3048.0,B
2022-06-01,TEXAS,DALLAS-FORT WORTH,"PRELIM INFO FROM FAA OPS: DALLAS-FORT WORTH, TX/UAS INCIDENT/LATE REPORT - 1103C/DALLAS-FORT WORTH TRACON ADVISED, E145, CLL - DFW, REPORTED A WHITE UAS AT THE 9 O'CLOCK POSITION WHILE S BOUND AT 1,200 FEET 3 N DFW. NO EVASIVE ACTION TAKEN. TEXAS DPS NOTIFIED.  WOC 7-3333 JO/JW",30.638157870457366,-96.3625444444444,1200,EASTERWOOD FLD,AIRPORT,1103C,2022-06-01 17:03:00,799.0,COLLEGE STATION CLASS D,762.0,762.0,D
2022-06-01,CALIFORNIA,SACRAMENTO,"PRELIM INFO FROM FAA OPS: SACRAMENTO, CA/UAS INCIDENT/1053P/NORCAL TRACON ADVISED, A321, DFW - SMF, REPORTED A UAS AT THE 12 O'CLOCK POSITION WHILE S BOUND AT 2,000 FEET 12 N SMF. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 JO/JW",38.89563976996765,-121.590777777778,2000,SACRAMENTO INTL,AIRPORT,1053P,2022-06-01 07:53:00,,,,,
2022-06-01,GEORGIA,COLUMBUS,"PRELIM INFO FROM FAA OPS: COLUMBUS, GA/UAS INCIDENT/1535C/ATLANTA TRACON ADVISED, PIPER P28R, REPORTED A UAS AT THE 3 O'CLOCK POSITION WHILE NW BOUND AT 4,000 FEET 25 SSW CSG. NO EVASIVE ACTION TAKEN. RUSSELL COUNTY SHERIFF NOTIFIED. WOC 7-3333 JO/JW",32.130453499760975,-85.1266343873297,4000,COLUMBUS,AIRPORT,1535C,2022-06-01 21:35:00,,,,,
2022-06-01,ILLINOIS,CHICAGO-PROSPECT HEIGHTS-WHEELING,"PRELIM INFO FROM FAA OPS: CHICAGO-PROSPECT HEIGHTS-WHEELING, IL/UAS INCIDENT/1726C/CHICAGO EXECUTIVE ATCT ADVISED, PIPER P28A, SCHAUMBURG, IL (06C) - 06C, REPORTED A BLACK UAS WHILE E BOUND AT 1,500 FEET 5 WSW CHICAGO EXECUTIVE ARPT (PWK). PIC MADE LATERAL MANEUVER TO AVOID UAS. FBI NOTIFIED. WOC 7-3333 RC/ER",41.95739059453104,-88.20443343989434,1500,SCHAUMBURG RGNL,AIRPORT,1726C,2022-06-01 23:26:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,B
2022-06-02,ARIZONA,SCOTTSDALE,"PRELIM INFO FROM FAA OPS: SCOTTSDALE, AZ/UAS INCIDENT/0932M/SCOTTSDALE ATCT ADVISED, ROBINSON R44, REPORTED A RED 4-ROTOR UAS WHILE N BOUND AT 2,000 FEET 3 N SCOTTSDALE.  NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 JW/JO",45.234826189808565,-109.257709722222,2000,RED LODGE,AIRPORT,0932M,2022-06-02 21:32:00,,,,,
2022-06-02,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS INCIDENT/1536P/NORTH LAS VEGAS ATCT ADVISED, CESSNA C172, VGT - VGT, REPORTED A UAS FROM THE RIGHT SIDE WHILE W BOUND AT 2,800 FEET 2 N VGT. NO EVASIVE ACTION TAKEN. LAS VEGAS METRO PD NOTIFIED. WOC 7-3333 RC/ER",36.24408334622569,-115.194443194444,2800,NORTH LAS VEGAS,AIRPORT,1536P,2022-06-02 12:36:00,131.0,LAS VEGAS CLASS B AREA I,3048.0,3048.0,B
2022-06-03,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS INCIDENT/0924E/CHARLOTTE TRACON ADVISED, PIPER P28A, REPORTED A LARGE WHITE UAS AT THE 12 O'CLOCK POSITION WHILE E BOUND AT 5,000 FEET 8 W CLT. NO EVASIVE ACTIONS TAKEN. CHARLOTTE-MECKLENBURG PD NOTIFIED. WOC 7-3333 JO/TB",35.21364065007862,-81.11177893432247,5000,CHARLOTTE/DOUGLAS INTL,AIRPORT,0924E,2022-06-03 14:24:00,23.0,CHARLOTTE CLASS B AREA E,3048.0,3048.0,B
2022-06-03,FLORIDA,PENSACOLA,"PRELIM INFO FROM FAA OPS: PENSACOLA, FL/UAS INCIDENT/1405C/PENSACOLA TRACON ADVISED, CESSNA C172, REPORTED A BLACK, QUADCOPTER UAS WHILE SE BOUND AT 1,000 FEET 8 SE PNS. ACFT TOOK EVASIVE ACTION TO AVOID UAS. SANTA ROSA COUNTY SHERIFF NOTIFIED. WOC 7-3333 TB/GG",30.378868808615515,-87.07761459385594,1000,PENSACOLA INTL,AIRPORT,1405C,2022-06-03 20:05:00,589.0,PENSACOLA REGIONAL AIRPORT CLASS C,1280.16,1280.16,C
2022-06-03,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/1233P/LOS ANGELES ATCT ADVISED, A321, EWR - LAX, REPORTED A BLACK UAS AT THE 12 O'CLOCK POSITION WHILE SW BOUND AT 500 FEET 2 ENE LAX. NO EVASIVE ACTION TAKEN. LAWA PD NOTIFIED. WOC 7-2222 JO/TB",33.95526976936395,-118.37102673466504,500,LOS ANGELES INTL,AIRPORT,1233P,2022-06-03 09:33:00,143.0,LOS ANGELES CLASS B AREA A,3048.0,3048.0,B
2022-06-03,MISSOURI,ST LOUIS,"PRELIM INFO FROM FAA OPS: ST LOUIS, MO/UAS INCIDENT/1500C/ST LOUIS APCH ADVISED, CRJ7, MSP - STL, REPORTED A METALLIC UAS AT THE 12 O'CLOCK POSITION WHILE NW BOUND AT 2,500 FEET 4 ESE STL. NO EVASIVE ACTION TAKEN. ST LOUIS ARPT PD NOTIFIED. WOC 7-3333 JO/TB",44.8564292774547,-93.13519126441398,2500,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN,AIRPORT,1500C,2022-06-03 21:00:00,172.0,MINNEAPOLIS CLASS B AREA A,3048.0,3048.0,B
2022-06-03,TEXAS,SAN ANTONIO,"PRELIM INFO FROM FAA OPS: SAN ANTONIO, TX/UAS INCIDENT/1501C/SAN ANTONIO ATCT ADVISED, B738, MCO - SAT, REPORTED A UAS WHILE SW BOUND AT 3,500 FEET 14 S SAT. NO EVASIVE ACTION TAKEN. SAN ANTONIO PD NOTIFIED. WOC 7-3333 TB/JO",29.3000412113266,-98.4690569444444,3500,SAN ANTONIO INTL,AIRPORT,1501C,2022-06-03 21:01:00,1173.0,SAN ANTONIO STINSON MUNICIPAL AIRPORT CLASS D,944.88,944.88,D
2022-06-04,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/1955E/JFK ATCT ADVISED, A332, MADRID, SPAIN (LEMD) - JFK, REPORTED A BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE NE BOUND AT 1,700 FEET 6 SW JFK. NO EVASIVE ACTION REPORTED. PORT AUTHORITY NOTIFIED. WOC 7-3333 JG/ER",40.56913313146202,-73.87148044255747,1700,JOHN F KENNEDY INTL,AIRPORT,1955E,2022-06-05 00:55:00,194.0,NEW YORK CLASS B AREA A,2133.6,2133.6,B
