,date_of_sighting,state,city,summary,drone_latitude,drone_longitude,drone_altitude_ft,Facility Name,Facility Type,Time,Time_UTC,index_right,airspace_name,min_altitude,max_altitude,alt_scaled
3179,2024-10-10,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1815C/CHICAGO TRACON ADVISED, E75L, GSP - ORD, REPORTED A WHITE UAS FROM THE 2 O'CLOCK POSITION WHILE E BOUND 3,000 FEET 8 W ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.97680110181268,-88.08691250224685,300,CHICAGO O'HARE INTL,AIRPORT,1815C,2024-10-11 00:15:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,300
3267,2024-10-29,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/0808C/CHICAGO TRACON ADVISED, E170, REPORTED A BLACK AND WHITE UAS WHILE W BOUND AT 2,400 FEET 9 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.976764133268375,-87.70704167223307,2400,CHICAGO O'HARE INTL,AIRPORT,0808C,2024-10-29 14:08:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,2400
3268,2024-10-29,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/0835C/CHICAGO TRACON ADVISED, B739, EWR - ORD, REPORTED A BLACK UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 4,000 FEET 13 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.976572767165315,-87.61766089644449,4000,CHICAGO O'HARE INTL,AIRPORT,0835C,2024-10-29 14:35:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,4000
3272,2024-10-30,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1717C/CHICAGO TRACON ADVISED, B38M, SNA - ORD, REPORTED A BLACK UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 4,400 FEET 13 E ORD. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.",41.976572767165315,-87.61766089644449,4400,CHICAGO O'HARE INTL,AIRPORT,1717C,2024-10-30 23:17:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,4400
3392,2024-12-08,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1355C/CHICAGO TRACON ADVISED, B772, LONDON, ENGLAND (EGLL) - ORD, REPORTED A UAS WHILE W BOUND AT 3,800 FEET 10 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.97672281551905,-87.68469642963494,3800,CHICAGO O'HARE INTL,AIRPORT,1355C,2024-12-08 19:55:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,3800
3468,2024-12-22,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1633C/CHICAGO TRACON ADVISED, E75L, ABQ - ORD, REPORTED UAS FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 2,700 FEET 7 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.97683372114139,-87.75173223648778,2700,CHICAGO O'HARE INTL,AIRPORT,1633C,2024-12-22 22:33:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,2700
3515,2023-04-01,NEW YORK,ALBANY,"PRELIM INFO FROM FAA OPS: ALBANY, NY/UAS SIGHTING/1600E/ALBANY ATCT ADVISED, E145, ORD - ALB, REPORTED A UAS WHILE E BOUND AT 3,000 FEET 12 ENE ALB. NO EVASIVE ACTION TAKEN. NY STATE PD NOTIFIED.",42.05324121505437,-87.66011989562584,3000,CHICAGO O'HARE INTL,AIRPORT,1600E,2023-04-01 21:00:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,3000
3699,2023-05-05,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1153C/ ADVISED, CRJ7, GRR - ORD, REPORTED A UAS AT THE 3 O'CLOCK POSITION WHILE W BOUND AT 4,000 FEET 9 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.976764133268375,-87.70704167223307,4000,CHICAGO O'HARE INTL,AIRPORT,1153C,2023-05-05 17:53:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,4000
3737,2023-05-10,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/2135C/CHICAGO TRACON ADVISED, A20N, ATL - ORD, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 7,800 FEET 7 SE ORD. NO EVASIVE ACTION TAKEN. CHICAGO PD NOTIFIED.",41.894355679632504,-87.7976883378589,7800,CHICAGO O'HARE INTL,AIRPORT,2135C,2023-05-11 03:35:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,6000
3767,2023-05-15,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1610E/NEW YORK TRACON ADVISED, B748, JFK - ORD, REPORTED UAS AT THE 9 O'CLOCK POSITION WHILE NE BOUND AT 6,000 FEET 5 E JFK. NO EVASIVE ACTION TAKEN. NASSAU PD NOTIFIED.",41.976885912115854,-87.79642288588279,6000,CHICAGO O'HARE INTL,AIRPORT,1610E,2023-05-15 21:10:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,6000
3781,2023-05-17,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1820E/WASHINGTON NATIONAL ATCT ADVISED, B738, DCA - ORD, REPORTED A UAS WHILE N BOUND AT 4,000 FEET 1.5 N DCA. NO EVASIVE ACTION TAKEN. PARK POLICE NOTIFIED.",42.001950838696665,-87.9081497222222,4000,CHICAGO O'HARE INTL,AIRPORT,1820E,2023-05-17 23:20:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,4000
3944,2023-06-07,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1140C/CHICAGO TRACON ADVISED, GULFSTREAM GA5C, REPORTED A BLACK UAS WHILE WNW BOUND AT 3,000 FEET 17 WNW ORD. NO EVASIVE ACTION REPORTED. CHICAGO FBI NOTIFIED.",42.08487455587123,-88.2597001977272,3000,CHICAGO O'HARE INTL,AIRPORT,1140C,2023-06-07 17:40:00,35.0,CHICAGO CLASS B AREA F,3048.0,3048.0,3000
3951,2023-06-08,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/LATE REPORT-1157E/NEW YORK TRACON ADVISED, BCS1, ORD - LGA, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE NE BOUND AT 2,500 FEET 10 SW LGA. NO EVASIVE ACTION REPORTED. NYPD AVIATION UNIT NOTIFIED.",41.85892943966715,-88.06586456562789,2500,CHICAGO O'HARE INTL,AIRPORT,1157E,2023-06-08 16:57:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,2500
3956,2023-06-08,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1615C/CHICAGO TRACON ADVISED, CESSNA C206, REPORTED A BLACK/ORANGE UAS FROM THE 2 O'CLOCK POSITION WHILE W BOUND AT 5,400 FEET 20 SW ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.74070038956947,-88.2230000194432,5400,CHICAGO O'HARE INTL,AIRPORT,1615C,2023-06-08 22:15:00,33.0,CHICAGO CLASS B AREA D,3048.0,3048.0,5400
3990,2023-06-15,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/0720C/CHICAGO TRACON ADVISED, CRJ2, MKE - ORD, REPORTED A BLACK UAS AT THE 2 O'CLOCK POSITION WHILE W BOUND AT 5,000 FEET 20 E ORD. NO EVASIVE ACTION TAKEN. CHICAGO PD NOTIFIED.",41.9760704349667,-87.46124617771437,5000,CHICAGO O'HARE INTL,AIRPORT,0720C,2023-06-15 13:20:00,33.0,CHICAGO CLASS B AREA D,3048.0,3048.0,5000
4021,2023-06-18,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1722C/CHICAGO TRACON ADVISED, CESSNA C208, ORD - MKG, REPORTED A WHITE UAS FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 5,000 FEET 5 SE MDW. NO EVASIVE ACTION REPORTED. CHICAGO FBI NOTIFIED.",41.91796224003225,-87.82921965965703,5000,CHICAGO O'HARE INTL,AIRPORT,1722C,2023-06-18 23:22:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,5000
4022,2023-06-18,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1818C/CHICAGO TRACON ADVISED, E75L, LNK - ORD, REPORTED A SMALL UAS WHILE S BOUND AT 4,000 FEET 18 W ORD. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",41.976235703823676,-88.31036360554229,4000,CHICAGO O'HARE INTL,AIRPORT,1818C,2023-06-19 00:18:00,35.0,CHICAGO CLASS B AREA F,3048.0,3048.0,4000
4023,2023-06-18,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1955C/CHICAGO TRACON ADVISED, A343, FRANKFURT, GERMANY (EDDF) - ORD, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 3,100 FEET 8 W ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.97680110181268,-88.08691250224685,3100,CHICAGO O'HARE INTL,AIRPORT,1955C,2023-06-19 01:55:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,3100
4053,2023-06-24,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1628C/ORD ATCT ADVISED, A320, MCO - ORD, REPORTED BLACK UAS AT THE 9 O'CLOCK POSITION WHILE NW BOUND AT 10,000 FEET 17 SE ORD. NO EVASIVE ACTION REPORTED. FBI NOTIFIED.",41.77619191730561,-87.64037943179947,10000,CHICAGO O'HARE INTL,AIRPORT,1628C,2023-06-24 22:28:00,33.0,CHICAGO CLASS B AREA D,3048.0,3048.0,6000
4102,2020-10-04,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1712C/CHICAGO TRACON ADVISED E170, XNA - ORD, OBSERVED A RED/WHITE 4 ROTOR UAS FROM THE 1 O'CLOCK POSITION WHILE NORTHEAST BOUND AT 11,000 FEET 10 SW ORD. NO EVASIVE ACTION TAKEN. LOCAL FBI NOTIFIED.",41.85892943966715,-88.06586456562789,11000,CHICAGO O'HARE INTL,AIRPORT,1712C,2020-10-04 23:12:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,6000
4113,2020-10-07,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1205C/CHICAGO TRACON ADVISED CRJ7, CVG - ORD, REPORTED UAS DIRECTLY BELOW ACFT WHILE W BOUND AT 4,000 FEET 10 E CHICAGO. NO EVASIVE ACTION REPORTED. CHICAGO FBI NOTIFIED.",41.97672281551905,-87.68469642963494,4000,CHICAGO O'HARE INTL,AIRPORT,1205C,2020-10-07 18:05:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,4000
4185,2020-10-24,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1509C/CHICAGO TRACON ADVISED CRJ2, ORD - SBN, REPORTED A SPHERICAL UAS FROM THE RIGHT SIDE WHILE E BOUND AT 6,000 FEET 10 E ORD. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.",41.97672281551905,-87.68469642963494,6000,CHICAGO O'HARE INTL,AIRPORT,1509C,2020-10-24 21:09:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,6000
4238,2020-11-08,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1135C/CHICAGO TRACON ADVISED E75L, PHL - IND, REPORTED A UAS OFF THE RIGHT SIDE WHILE W BOUND AT 4,000 FEET 1 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.97693810315007,-87.88580434279132,4000,CHICAGO O'HARE INTL,AIRPORT,1135C,2020-11-08 17:35:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,4000
4241,2020-11-08,ILLINOIS,CHICAGO,"CORRECTION (SPELLING) INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1355C/CHICAGO TRACON ADVISED E75L, GRR - ORD, REPORTED UAS OFF RIGHT SIDE WHILE NE BOUND AT 5,000 FEET 9 NE ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",42.08296207108412,-87.76570811041856,5000,CHICAGO O'HARE INTL,AIRPORT,1355C,2020-11-08 19:55:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,5000
4315,2020-12-03,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1147C/CHICAGO TRACON ADVISED TECNAM P212, UIN - ORD, REPORTED A WHITE UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 3,000 FEET 10 E ORD. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.",41.97672281551905,-87.68469642963494,3000,CHICAGO O'HARE INTL,AIRPORT,1147C,2020-12-03 17:47:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,3000
4419,2023-07-05,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1210C/CHICAGO TRACON ADVISED, B737, TPA - ORD, REPORTED A SMALL ROTOR CRAFT UAS AT 12 O'CLOCK POSITION WHILE W BOUND AT 9,000 FEET 38 W CHICAGO.  NO EVASIVE ACTION REPORTED. CHICAGO PD NOTIFIED.",41.97380022341485,-88.75724635345777,9000,CHICAGO O'HARE INTL,AIRPORT,1210C,2023-07-05 18:10:00,,,,,6000
4431,2023-07-08,WISCONSIN,MADISON,"PRELIM INFO FROM FAA OPS: MADISON, WI/UAS SIGHTING/1638C/MADISON ATCT ADVISED, E75L, ORD - MSN, REPORTED A SMALL WHITE UAS FROM THE 9 O'CLOCK POSITION WHILE N BOUND AT 2,000 FEET 7 S MSN. NO EVASIVE ACTION REPORTED. DANE COUNTY SHERIFF NOTIFIED.",41.860222881164674,-87.9081497222222,2000,CHICAGO O'HARE INTL,AIRPORT,1638C,2023-07-08 22:38:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,2000
4540,2023-07-29,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/2003C/CHICAGO TRACON ADVISED, BCS1, LGA - ORD, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE E BOUND AT 5,000 FEET 15 W ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.976450989154344,-88.24332871088517,5000,CHICAGO O'HARE INTL,AIRPORT,2003C,2023-07-30 02:03:00,35.0,CHICAGO CLASS B AREA F,3048.0,3048.0,5000
4635,2023-08-24,NEW YORK,WHITE PLAINS,"PRELIM INFO FROM FAA OPS: WHITE PLAINS, NY/UAS SIGHTING/1145E/WESTCHESTER ATCT ADVISED, CRJ7, ORD - HPN, REPORTED A UAS FROM THE 2 O'CLOCK POSITION WHILE SSE BOUND AT 800 FEET .5 SSE HPN. NO EVASIVE ACTION REPORTED. LEO NOTIFICATION NOT REPORTED.",41.8999091582541,-87.86544512335395,800,CHICAGO O'HARE INTL,AIRPORT,1145E,2023-08-24 16:45:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,800
4736,2023-09-16,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1135C/CHICAGO TRACON ADVISED, CESSNA C172, DPA - DPA, REPORTED A UAS WHILE S BOUND AT 2,500 FEET 13 WNW ORD. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",42.05957536572478,-88.17687545453714,2500,CHICAGO O'HARE INTL,AIRPORT,1135C,2023-09-16 17:35:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,2500
4783,2023-09-24,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1804C/CHICAGO TRACON ADVISED, E75L, TYS - ORD, REPORTED A UAS WHILE W BOUND AT 8,800 FEET 10 SSE ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.82286115905514,-87.822843058339,8800,CHICAGO O'HARE INTL,AIRPORT,1804C,2023-09-25 00:04:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,6000
4850,2025-01-12,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1630C/CHICAGO TRACON ADVISED, B739, SAN - ORD, REPORTED A UAS WHILE W BOUND AT 6,000 FEET 15 W ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.976450989154344,-88.24332871088517,6000,CHICAGO O'HARE INTL,AIRPORT,1630C,2025-01-12 22:30:00,35.0,CHICAGO CLASS B AREA F,3048.0,3048.0,6000
4852,2025-01-13,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/0815C/CHICAGO TRACON ADVISED, E170, XNA - ORD, REPORTED A SILVER AND BLACK UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 4,000 FEET 10 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.97672281551905,-87.68469642963494,4000,CHICAGO O'HARE INTL,AIRPORT,0815C,2025-01-13 14:15:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,4000
4855,2025-01-13,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1421C/CHICAGO TRACON ADVISED, B737, CLE - ORD, REPORTED A RED/PURPLE UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 6,500 FEET 18 E ORD. NO EVASIVE ACTION TAKEN. CPD NOTIFIED.",41.976235703823676,-87.50593583890212,6500,CHICAGO O'HARE INTL,AIRPORT,1421C,2025-01-13 20:21:00,33.0,CHICAGO CLASS B AREA D,3048.0,3048.0,6000
4857,2025-01-13,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1615C/CHICAGO TRACON ADVISED, A319, ORD - LGA, REPORTED UAS FROM THE 12 O'CLOCK POSITION AT 5,000 FEET NNE BOUND 7 NNE ORD. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.",42.08475533342024,-87.84819006733939,5000,CHICAGO O'HARE INTL,AIRPORT,1615C,2025-01-13 22:15:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,5000
4905,2025-01-29,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1838E/ATLANTA TRACON ADVISED, B739, ORD - ATL, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 3,700 FEET 9 ESE ATL. NO EVASIVE ACTION TAKEN. HENRY COUNTY PD NOTIFIED.",41.91936294061596,-87.7225167686808,3700,CHICAGO O'HARE INTL,AIRPORT,1838E,2025-01-29 23:38:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,3700
4940,2025-02-09,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1204C/CHICAGO TRACON ADVISED, E75L, SYR - ORD, REPORTED A BLACK AND SILVER UAS FROM THE 11 O'CLOCK POSITION WHILE W BOUND AT 4,000 FEET 10 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.97672281551905,-87.68469642963494,4000,CHICAGO O'HARE INTL,AIRPORT,1204C,2025-02-09 18:04:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,4000
5006,2025-02-23,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/0712C/CHICAGO TRACON ADVISED, CESSNA C208, UIN - ORD, REPORTED ORANGE AND BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 4,000 FEET 12 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.976627132453814,-87.64000603870011,4000,CHICAGO O'HARE INTL,AIRPORT,0712C,2025-02-23 13:12:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,4000
5007,2025-02-23,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/0712C/CHICAGO TRACON ADVISED, CRJ7, GRB - ORD, REPORTED ORANGE AND BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 4,000 FEET 12 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.976627132453814,-87.64000603870011,4000,CHICAGO O'HARE INTL,AIRPORT,0712C,2025-02-23 13:12:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,4000
5008,2025-02-23,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/0712C/CHICAGO TRACON ADVISED, CESSNA C208, BRL - ORD, REPORTED ORANGE AND BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 4,000 FEET 12 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.976627132453814,-87.64000603870011,4000,CHICAGO O'HARE INTL,AIRPORT,0712C,2025-02-23 13:12:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,4000
5064,2025-03-03,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/0811C/CHICAGO TRACON ADVISED, B38M, EWR - ORD, REPORTED A BLACK UAS 12 O'CLOCK POSITION WHILE W BOUND AT 4,000 FEET 15 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.976450989154344,-87.57297073355925,4000,CHICAGO O'HARE INTL,AIRPORT,0811C,2025-03-03 14:11:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,4000
5084,2025-03-08,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/2126C/CHICAGO TRACON ADVISED, A320, AUS - ORD, REPORTED UAS WITH STRAGE LIGHT PASS OFF RIGHT SIDE WHILE W BOUND AT  4,500 FEET 12 ENE ORD. NO EVASIVE ACTION REPORTED. FBI NOTIFIED.",42.05324121505437,-87.66011989562584,450,CHICAGO O'HARE INTL,AIRPORT,2126C,2025-03-09 03:26:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,450
5085,2025-03-08,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1920C/CHICAGO TRACON ADVISED, E75L, DSM - ORD, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 4,500 FEET 12 ENE ORD. NO INJURIES REPORTED. FBI NOTIFIED.",42.05324121505437,-87.66011989562584,4500,CHICAGO O'HARE INTL,AIRPORT,1920C,2025-03-09 01:20:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,4500
5103,2025-03-10,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/2040C/HOUSTON INTCL ATCT ADVISED, A21N, ORD - IAH, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 3,000 FEET 7 W IAH. NO EVASIVE ACTION TAKEN. HOUSTON PD NOTIFIED.",41.97683372114139,-88.06456720795663,3000,CHICAGO O'HARE INTL,AIRPORT,2040C,2025-03-11 02:40:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,3000
5120,2025-03-13,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1845C/CHICAGO TRACON ADVISED, B738, MIA - ORD, REPORTED A UAS AT THE 3 O'CLOCK POSITION WHILE NW BOUND AT 10,000 FEET 30 SE ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.62225479647511,-87.43673989246294,10000,CHICAGO O'HARE INTL,AIRPORT,1845C,2025-03-14 00:45:00,894.0,GARY CLASS D,944.88,944.88,6000
5134,2025-03-17,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1230C/CHICAGO TRACON ADVISED, A21N, SAN - ORD, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 7,000 FEET 6 N ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",42.07698186527615,-87.9081497222222,7000,CHICAGO O'HARE INTL,AIRPORT,1230C,2025-03-17 18:30:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,6000
5195,2025-03-30,NEW JERSEY,NEWARK,"PRELIM INFO FROM FAA OPS: NEWARK, NJ/UAS SIGHTING/0100E/PHILADELPHIA ATCT ADVISED, B38M, ORD - EWR, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE ESE BOUND AT 2,800 FEET 12 WSW EWR. NO EVASIVE ACTION TAKEN. NEW JERSEY STATE PD NOTIFIED.",41.90010374147418,-88.1555860593106,2800,CHICAGO O'HARE INTL,AIRPORT,0100E,2025-03-30 06:00:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,2800
5381,2024-05-12,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1612C/CHICAGO TRACON ADVISED, B38M, SNA - ORD, REPORTED A WHITE UAS FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 5,000 FEET 19 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.97615524391057,-87.48359097942308,5000,CHICAGO O'HARE INTL,AIRPORT,1612C,2024-05-12 22:12:00,33.0,CHICAGO CLASS B AREA D,3048.0,3048.0,5000
5382,2024-05-12,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1822C/CHICAGO TRACON ADVISED, A321, PHX - ORD, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 4,000 FEET 11 ESE ORD. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.",41.90652717732573,-87.6813103846995,4000,CHICAGO O'HARE INTL,AIRPORT,1822C,2024-05-13 00:22:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,4000
5413,2024-05-16,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1803C/CHICAGO ATCT ADVISED, CRJ2, GRB - ORD, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 1,300 FEET 1 ENE ORD. NO EVASIVE ACTION TAKEN. COOK COUNTY SHERIFF NOTIFIED.",41.98331918327923,-87.88750322241422,1300,CHICAGO O'HARE INTL,AIRPORT,1803C,2024-05-17 00:03:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,1300
